ant_id,support_id,operateur,generation,bande_mhz,systeme,statut,ant_lat,ant_lon,commune,code_insee,dist_ligne_km
1892,348092,BOUYGUES TELECOM,4G,700,LTE 700,En service,45.66361111111111,3.577222222222222,L'Oligne,63434,3.433381319143419
1893,348092,BOUYGUES TELECOM,4G,800,LTE 800,En service,45.66361111111111,3.577222222222222,L'Oligne,63434,3.433381319143419
1894,348092,BOUYGUES TELECOM,3G,900,UMTS 900,En service,45.66361111111111,3.577222222222222,L'Oligne,63434,3.433381319143419
817063,3297858,SFR,4G,700,LTE 700,En service,45.71277777777778,3.405,Les Noisettes,63146,9.627424503413442
817064,3297858,SFR,4G,800,LTE 800,En service,45.71277777777778,3.405,Les Noisettes,63146,9.627424503413442
817065,3297858,SFR,3G,900,UMTS 900,En service,45.71277777777778,3.405,Les Noisettes,63146,9.627424503413442
2023,363459,BOUYGUES TELECOM,4G,700,LTE 700,En service,45.6025,3.781111111111111,La Grande Pièce,63441,4.287793187856585
2024,363459,BOUYGUES TELECOM,4G,800,LTE 800,En service,45.6025,3.781111111111111,La Grande Pièce,63441,4.287793187856585
2025,363459,BOUYGUES TELECOM,3G,900,UMTS 900,En service,45.6025,3.781111111111111,La Grande Pièce,63441,4.287793187856585
17789,472985,BOUYGUES TELECOM,2G,900,GSM 900,En service,45.79111111111111,3.4469444444444446,Chez Goutta,63045,7.790901973017236
17790,472985,BOUYGUES TELECOM,4G,700,LTE 700,En service,45.79111111111111,3.4469444444444446,Chez Goutta,63045,7.790901973017236
17791,472985,BOUYGUES TELECOM,4G,800,LTE 800,En service,45.79111111111111,3.4469444444444446,Chez Goutta,63045,7.790901973017236
17792,472985,BOUYGUES TELECOM,3G,900,UMTS 900,En service,45.79111111111111,3.4469444444444446,Chez Goutta,63045,7.790901973017236
26605,507293,BOUYGUES TELECOM,5G,2100,5G NR 2100,Techniquement opérationnel,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26606,507293,BOUYGUES TELECOM,5G,3500,5G NR 3500,Techniquement opérationnel,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26607,507293,BOUYGUES TELECOM,2G,900,GSM 900,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26608,507293,BOUYGUES TELECOM,4G,1800,LTE 1800,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26609,507293,BOUYGUES TELECOM,4G,2100,LTE 2100,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26610,507293,BOUYGUES TELECOM,4G,2600,LTE 2600,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26611,507293,BOUYGUES TELECOM,4G,700,LTE 700,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26612,507293,BOUYGUES TELECOM,4G,800,LTE 800,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
26613,507293,BOUYGUES TELECOM,3G,900,UMTS 900,En service,45.547777777777775,3.756666666666667,LA POUDRIERE,63003,1.6927236714938416
