point_id,lat,lon,distance_km,altitude_m,precipitation_mm_h,precipitation_p95_mm_h,temperature_c,windspeed_kmh,humidity_pct,cloudcover_pct
2918,45.395042,3.643688,291.5129,887.5,0.1185,0.6921,10.2615,9.1125,74.7366,63.3604
2919,45.395915,3.643384,291.6128,891.5,0.1187,0.6941,10.2586,9.1044,74.7525,63.3703
2920,45.396789,3.64308,291.7128,900.9,0.1189,0.696,10.2557,9.0962,74.7683,63.3802
2921,45.397663,3.642776,291.8128,911.3,0.1192,0.698,10.2529,9.0881,74.7842,63.3901
2922,45.398536,3.642472,291.9127,923.7,0.1194,0.7,10.25,9.08,74.8,63.4
2923,45.39941,3.642168,292.0127,926.0,0.1192,0.699,10.2488,9.0811,74.7851,63.401
2924,45.400284,3.641864,292.1127,928.6,0.1191,0.698,10.2476,9.0822,74.7703,63.402
2925,45.401158,3.64156,292.2127,930.1,0.1189,0.697,10.2464,9.0833,74.7554,63.403
2926,45.402031,3.641256,292.3126,932.0,0.1188,0.696,10.2452,9.0844,74.7406,63.404
2927,45.402905,3.640952,292.4126,935.1,0.1186,0.695,10.2441,9.0854,74.7257,63.405
2928,45.403779,3.640648,292.5126,938.7,0.1185,0.6941,10.2429,9.0865,74.7109,63.4059
2929,45.404652,3.640344,292.6125,938.3,0.1183,0.6931,10.2417,9.0876,74.696,63.4069
2930,45.405526,3.64004,292.7125,943.1,0.1181,0.6921,10.2405,9.0887,74.6812,63.4079
2931,45.4064,3.639736,292.8125,952.3,0.118,0.6911,10.2393,9.0898,74.6663,63.4089
2932,45.407274,3.639432,292.9125,964.2,0.1178,0.6901,10.2381,9.0909,74.6515,63.4099
2933,45.408147,3.639128,293.0124,972.0,0.1177,0.6891,10.2369,9.092,74.6366,63.4109
2934,45.409021,3.638824,293.1124,978.8,0.1175,0.6881,10.2357,9.0931,74.6218,63.4119
2935,45.409895,3.63852,293.2124,980.0,0.1174,0.6871,10.2346,9.0942,74.6069,63.4129
2936,45.410768,3.638216,293.3123,976.8,0.1172,0.6861,10.2334,9.0952,74.5921,63.4139
2937,45.411642,3.637912,293.4123,965.0,0.117,0.6851,10.2322,9.0963,74.5772,63.4149
2938,45.412516,3.637608,293.5123,956.3,0.1169,0.6842,10.231,9.0974,74.5624,63.4158
2939,45.413389,3.637304,293.6122,949.2,0.1167,0.6832,10.2298,9.0985,74.5475,63.4168
2940,45.414263,3.637,293.7122,942.1,0.1166,0.6822,10.2286,9.0996,74.5327,63.4178
2941,45.415137,3.636696,293.8122,933.6,0.1164,0.6812,10.2274,9.1007,74.5178,63.4188
2942,45.416011,3.636392,293.9122,924.4,0.1163,0.6802,10.2262,9.1018,74.503,63.4198
2943,45.416884,3.636088,294.0121,921.7,0.1161,0.6792,10.225,9.1029,74.4881,63.4208
2944,45.417758,3.635784,294.1121,927.9,0.1159,0.6782,10.2239,9.104,74.4733,63.4218
2945,45.418632,3.63548,294.2121,934.3,0.1158,0.6772,10.2227,9.105,74.4584,63.4228
2946,45.419505,3.635176,294.312,938.1,0.1156,0.6762,10.2215,9.1061,74.4436,63.4238
2947,45.420379,3.634872,294.412,939.3,0.1155,0.6752,10.2203,9.1072,74.4287,63.4248
2948,45.421253,3.634568,294.512,934.6,0.1153,0.6743,10.2191,9.1083,74.4139,63.4257
2949,45.422126,3.634264,294.6119,931.6,0.1151,0.6733,10.2179,9.1094,74.399,63.4267
2950,45.423,3.63396,294.7119,926.7,0.115,0.6723,10.2167,9.1105,74.3842,63.4277
2951,45.423874,3.633656,294.8119,928.4,0.1148,0.6713,10.2155,9.1116,74.3693,63.4287
2952,45.424748,3.633352,294.9119,922.8,0.1147,0.6703,10.2144,9.1127,74.3545,63.4297
2953,45.425621,3.633048,295.0118,920.0,0.1145,0.6693,10.2132,9.1138,74.3396,63.4307
2954,45.426495,3.632744,295.1118,914.9,0.1144,0.6683,10.212,9.1149,74.3248,63.4317
2955,45.427369,3.63244,295.2118,917.3,0.1142,0.6673,10.2108,9.1159,74.3099,63.4327
2956,45.428242,3.632136,295.3117,929.1,0.114,0.6663,10.2096,9.117,74.2951,63.4337
2957,45.429116,3.631832,295.4117,949.3,0.1139,0.6653,10.2084,9.1181,74.2802,63.4347
2958,45.42999,3.631528,295.5117,966.5,0.1137,0.6644,10.2072,9.1192,74.2653,63.4356
2959,45.430864,3.631224,295.6117,968.8,0.1136,0.6634,10.206,9.1203,74.2505,63.4366
2960,45.431737,3.63092,295.7116,961.4,0.1134,0.6624,10.2049,9.1214,74.2357,63.4376
2961,45.432611,3.630616,295.8116,951.5,0.1133,0.6614,10.2037,9.1225,74.2208,63.4386
2962,45.433485,3.630312,295.9116,942.1,0.1131,0.6604,10.2025,9.1236,74.2059,63.4396
2963,45.434358,3.630007,296.0115,933.2,0.1129,0.6594,10.2013,9.1247,74.1911,63.4406
2964,45.435232,3.629703,296.1115,927.5,0.1128,0.6584,10.2001,9.1257,74.1762,63.4416
2965,45.436106,3.629399,296.2115,921.5,0.1126,0.6574,10.1989,9.1268,74.1614,63.4426
2966,45.436979,3.629095,296.3114,917.6,0.1125,0.6564,10.1977,9.1279,74.1465,63.4436
2967,45.437853,3.628791,296.4114,909.9,0.1123,0.6554,10.1965,9.129,74.1317,63.4446
2968,45.438727,3.628487,296.5114,892.8,0.1122,0.6545,10.1953,9.1301,74.1168,63.4455
2969,45.439601,3.628183,296.6114,878.8,0.112,0.6535,10.1942,9.1312,74.102,63.4465
2970,45.440474,3.627879,296.7113,867.3,0.1118,0.6525,10.193,9.1323,74.0871,63.4475
2971,45.441348,3.627575,296.8113,859.1,0.1117,0.6515,10.1918,9.1334,74.0723,63.4485
2972,45.442222,3.627271,296.9113,853.5,0.1115,0.6505,10.1906,9.1345,74.0574,63.4495
2973,45.443095,3.626967,297.0112,851.4,0.1114,0.6495,10.1894,9.1355,74.0426,63.4505
2974,45.443969,3.626663,297.1112,849.4,0.1112,0.6485,10.1882,9.1366,74.0277,63.4515
2975,45.444843,3.626359,297.2112,844.4,0.1111,0.6475,10.187,9.1377,74.0129,63.4525
2976,45.445716,3.626055,297.3111,838.6,0.1109,0.6465,10.1858,9.1388,73.998,63.4535
2977,45.44659,3.625751,297.4111,841.9,0.1107,0.6455,10.1847,9.1399,73.9832,63.4545
2978,45.447464,3.625447,297.5111,855.4,0.1106,0.6446,10.1835,9.141,73.9683,63.4554
2979,45.448338,3.625143,297.6111,866.3,0.1104,0.6436,10.1823,9.1421,73.9535,63.4564
2980,45.449211,3.624839,297.711,870.7,0.1103,0.6426,10.1811,9.1432,73.9386,63.4574
2981,45.450085,3.624535,297.811,877.2,0.1101,0.6416,10.1799,9.1443,73.9238,63.4584
2982,45.450959,3.624231,297.911,880.5,0.11,0.6406,10.1787,9.1453,73.9089,63.4594
2983,45.451832,3.623927,298.0109,879.3,0.1098,0.6396,10.1775,9.1464,73.8941,63.4604
2984,45.452706,3.623623,298.1109,878.4,0.1096,0.6386,10.1763,9.1475,73.8792,63.4614
2985,45.45358,3.623319,298.2109,876.7,0.1095,0.6376,10.1751,9.1486,73.8644,63.4624
2986,45.454454,3.623015,298.3109,877.8,0.1093,0.6366,10.174,9.1497,73.8495,63.4634
2987,45.455327,3.622711,298.4108,883.8,0.1092,0.6356,10.1728,9.1508,73.8347,63.4644
2988,45.456201,3.622407,298.5108,887.6,0.109,0.6347,10.1716,9.1519,73.8198,63.4653
2989,45.457075,3.622103,298.6108,892.2,0.1089,0.6337,10.1704,9.153,73.805,63.4663
2990,45.457948,3.621799,298.7107,905.4,0.1087,0.6327,10.1692,9.1541,73.7901,63.4673
2991,45.458822,3.621495,298.8107,917.5,0.1085,0.6317,10.168,9.1551,73.7753,63.4683
2992,45.459696,3.621191,298.9107,928.4,0.1084,0.6307,10.1668,9.1562,73.7604,63.4693
2993,45.460569,3.620887,299.0106,925.5,0.1082,0.6297,10.1656,9.1573,73.7456,63.4703
2994,45.461443,3.620583,299.1106,924.6,0.1081,0.6287,10.1645,9.1584,73.7307,63.4713
2995,45.462317,3.620279,299.2106,913.2,0.1079,0.6277,10.1633,9.1595,73.7159,63.4723
2996,45.463191,3.619975,299.3106,904.4,0.1078,0.6267,10.1621,9.1606,73.701,63.4733
2997,45.464064,3.619671,299.4105,910.2,0.1076,0.6257,10.1609,9.1617,73.6862,63.4743
2998,45.464938,3.619367,299.5105,917.9,0.1074,0.6248,10.1597,9.1628,73.6713,63.4752
2999,45.465812,3.619063,299.6105,921.3,0.1073,0.6238,10.1585,9.1639,73.6564,63.4762
3000,45.466685,3.618759,299.7104,920.8,0.1071,0.6228,10.1573,9.1649,73.6416,63.4772
3001,45.467559,3.618455,299.8104,905.6,0.107,0.6218,10.1561,9.166,73.6267,63.4782
3002,45.468433,3.618151,299.9104,890.0,0.1068,0.6208,10.155,9.1671,73.6119,63.4792
3003,45.469307,3.617847,300.0104,883.0,0.1066,0.6198,10.1538,9.1682,73.597,63.4802
3004,45.47018,3.617543,300.1103,877.7,0.1065,0.6188,10.1526,9.1693,73.5822,63.4812
3005,45.471054,3.617239,300.2103,875.1,0.1063,0.6178,10.1514,9.1704,73.5673,63.4822
3006,45.471928,3.616935,300.3103,876.9,0.1062,0.6168,10.1502,9.1715,73.5525,63.4832
3007,45.472801,3.616631,300.4102,886.5,0.106,0.6158,10.149,9.1726,73.5376,63.4842
3008,45.473675,3.616326,300.5103,899.1,0.1059,0.6149,10.1478,9.1737,73.5228,63.4851
3009,45.474549,3.616022,300.6103,906.5,0.1057,0.6139,10.1466,9.1748,73.5079,63.4861
3010,45.475422,3.615718,300.7102,905.2,0.1055,0.6129,10.1454,9.1758,73.4931,63.4871
3011,45.476296,3.615414,300.8102,906.0,0.1054,0.6119,10.1443,9.1769,73.4782,63.4881
3012,45.47717,3.61511,300.9102,905.8,0.1052,0.6109,10.1431,9.178,73.4634,63.4891
3013,45.478044,3.614806,301.0102,901.3,0.1051,0.6099,10.1419,9.1791,73.4485,63.4901
3014,45.478917,3.614502,301.1101,894.8,0.1049,0.6089,10.1407,9.1802,73.4337,63.4911
3015,45.479791,3.614198,301.2101,893.4,0.1048,0.6079,10.1395,9.1813,73.4188,63.4921
3016,45.480665,3.613894,301.3101,903.7,0.1046,0.6069,10.1383,9.1824,73.404,63.4931
3017,45.481538,3.61359,301.41,913.8,0.1044,0.6059,10.1371,9.1835,73.3891,63.4941
3018,45.482412,3.613286,301.51,923.0,0.1043,0.605,10.1359,9.1846,73.3743,63.495
3019,45.483286,3.612982,301.61,931.0,0.1041,0.604,10.1348,9.1856,73.3594,63.496
3020,45.484159,3.612678,301.7099,934.1,0.104,0.603,10.1336,9.1867,73.3446,63.497
3021,45.485033,3.612374,301.8099,936.2,0.1038,0.602,10.1324,9.1878,73.3297,63.498
3022,45.485907,3.61207,301.9099,934.8,0.1037,0.601,10.1312,9.1889,73.3149,63.499
3023,45.486781,3.611766,302.0099,924.1,0.1035,0.6,10.13,9.19,73.3,63.5
3024,45.487654,3.611462,302.1098,917.8,0.1035,0.6,10.1236,9.19,73.299,63.5
3025,45.488528,3.611158,302.2098,919.9,0.1035,0.6,10.1171,9.19,73.298,63.5
3026,45.489402,3.610854,302.3098,923.2,0.1035,0.6,10.1107,9.19,73.297,63.5
3027,45.490275,3.61055,302.4097,926.4,0.1035,0.6,10.1043,9.19,73.296,63.5
3028,45.491149,3.610246,302.5097,927.6,0.1035,0.6,10.0978,9.19,73.2951,63.5
3029,45.492023,3.609942,302.6097,930.9,0.1035,0.6,10.0914,9.19,73.2941,63.5
3030,45.492897,3.609638,302.7097,939.6,0.1035,0.6,10.0849,9.19,73.2931,63.5
3031,45.49377,3.609334,302.8096,945.1,0.1035,0.6,10.0785,9.19,73.2921,63.5
3032,45.494644,3.60903,302.9096,943.0,0.1035,0.6,10.0721,9.19,73.2911,63.5
3033,45.495518,3.608726,303.0096,938.2,0.1035,0.6,10.0656,9.19,73.2901,63.5
3034,45.496391,3.608422,303.1095,934.6,0.1035,0.6,10.0592,9.19,73.2891,63.5
3035,45.497265,3.608118,303.2095,932.9,0.1035,0.6,10.0528,9.19,73.2881,63.5
3036,45.498139,3.607814,303.3095,935.9,0.1035,0.6,10.0463,9.19,73.2871,63.5
3037,45.499012,3.60751,303.4094,943.8,0.1035,0.6,10.0399,9.19,73.2861,63.5
3038,45.499886,3.607206,303.5094,945.0,0.1035,0.6,10.0335,9.19,73.2851,63.5
3039,45.50076,3.606902,303.6094,947.7,0.1035,0.6,10.027,9.19,73.2842,63.5
3040,45.501634,3.606598,303.7094,945.2,0.1035,0.6,10.0206,9.19,73.2832,63.5
3041,45.502507,3.606294,303.8093,946.5,0.1035,0.6,10.0142,9.19,73.2822,63.5
3042,45.503381,3.60599,303.9093,961.8,0.1035,0.6,10.0077,9.19,73.2812,63.5
3043,45.504255,3.605686,304.0093,975.1,0.1035,0.6,10.0013,9.19,73.2802,63.5
3044,45.505128,3.605382,304.1092,979.4,0.1035,0.6,9.9949,9.19,73.2792,63.5
3045,45.506002,3.605078,304.2092,980.0,0.1035,0.6,9.9884,9.19,73.2782,63.5
3046,45.506876,3.604774,304.3092,979.9,0.1035,0.6,9.982,9.19,73.2772,63.5
3047,45.507749,3.60447,304.4091,971.7,0.1035,0.6,9.9756,9.19,73.2762,63.5
3048,45.508623,3.604166,304.5091,962.2,0.1035,0.6,9.9691,9.19,73.2752,63.5
3049,45.509497,3.603862,304.6091,959.8,0.1035,0.6,9.9627,9.19,73.2743,63.5
3050,45.510371,3.603558,304.7091,956.6,0.1035,0.6,9.9562,9.19,73.2733,63.5
3051,45.511244,3.603254,304.809,954.8,0.1035,0.6,9.9498,9.19,73.2723,63.5
3052,45.512118,3.60295,304.909,956.4,0.1035,0.6,9.9434,9.19,73.2713,63.5
3053,45.512992,3.602645,305.009,957.7,0.1035,0.6,9.9369,9.19,73.2703,63.5
3054,45.513865,3.602341,305.1089,960.1,0.1035,0.6,9.9305,9.19,73.2693,63.5
3055,45.514739,3.602037,305.2089,960.6,0.1035,0.6,9.9241,9.19,73.2683,63.5
3056,45.515613,3.601733,305.3089,962.3,0.1035,0.6,9.9176,9.19,73.2673,63.5
3057,45.516487,3.601429,305.4089,963.2,0.1035,0.6,9.9112,9.19,73.2663,63.5
3058,45.51736,3.601125,305.5088,967.6,0.1035,0.6,9.9048,9.19,73.2653,63.5
3059,45.518234,3.600821,305.6088,966.5,0.1035,0.6,9.8983,9.19,73.2644,63.5
3060,45.519108,3.600517,305.7088,966.9,0.1035,0.6,9.8919,9.19,73.2634,63.5
3061,45.519981,3.600213,305.8087,969.2,0.1035,0.6,9.8855,9.19,73.2624,63.5
3062,45.520855,3.599909,305.9087,972.1,0.1035,0.6,9.879,9.19,73.2614,63.5
3063,45.521729,3.599605,306.0087,975.1,0.1035,0.6,9.8726,9.19,73.2604,63.5
3064,45.522602,3.599301,306.1086,979.4,0.1035,0.6,9.8661,9.19,73.2594,63.5
3065,45.523476,3.598997,306.2086,983.1,0.1035,0.6,9.8597,9.19,73.2584,63.5
3066,45.52435,3.598693,306.3086,984.3,0.1035,0.6,9.8533,9.19,73.2574,63.5
3067,45.525224,3.598389,306.4086,988.8,0.1035,0.6,9.8468,9.19,73.2564,63.5
3068,45.526097,3.598085,306.5085,984.0,0.1035,0.6,9.8404,9.19,73.2554,63.5
3069,45.526971,3.597781,306.6085,984.8,0.1035,0.6,9.834,9.19,73.2545,63.5
3070,45.527845,3.597477,306.7085,995.7,0.1035,0.6,9.8275,9.19,73.2535,63.5
3071,45.528718,3.597173,306.8084,998.6,0.1035,0.6,9.8211,9.19,73.2525,63.5
3072,45.529592,3.596869,306.9084,1004.6,0.1035,0.6,9.8147,9.19,73.2515,63.5
3073,45.530466,3.596565,307.0084,1007.6,0.1035,0.6,9.8082,9.19,73.2505,63.5
3074,45.531339,3.596261,307.1083,1005.4,0.1035,0.6,9.8018,9.19,73.2495,63.5
3075,45.532213,3.595957,307.2083,1004.7,0.1035,0.6,9.7954,9.19,73.2485,63.5
3076,45.533087,3.595653,307.3083,1009.0,0.1035,0.6,9.7889,9.19,73.2475,63.5
3077,45.533961,3.595349,307.4083,1011.0,0.1035,0.6,9.7825,9.19,73.2465,63.5
3078,45.534834,3.595045,307.5082,1007.3,0.1035,0.6,9.776,9.19,73.2455,63.5
3079,45.535708,3.594741,307.6082,1005.4,0.1035,0.6,9.7696,9.19,73.2446,63.5
3080,45.536582,3.594437,307.7082,1009.1,0.1035,0.6,9.7632,9.19,73.2436,63.5
3081,45.537455,3.594133,307.8081,1012.4,0.1035,0.6,9.7567,9.19,73.2426,63.5
3082,45.538329,3.593829,307.9081,1015.8,0.1035,0.6,9.7503,9.19,73.2416,63.5
3083,45.539203,3.593525,308.0081,1016.6,0.1035,0.6,9.7439,9.19,73.2406,63.5
3084,45.540077,3.593221,308.1081,1017.0,0.1035,0.6,9.7374,9.19,73.2396,63.5
3085,45.54095,3.592917,308.208,1018.0,0.1035,0.6,9.731,9.19,73.2386,63.5
3086,45.541824,3.592613,308.308,1018.8,0.1035,0.6,9.7246,9.19,73.2376,63.5
3087,45.542698,3.592309,308.408,1015.8,0.1035,0.6,9.7181,9.19,73.2366,63.5
3088,45.543571,3.592005,308.5079,1015.2,0.1035,0.6,9.7117,9.19,73.2356,63.5
3089,45.544445,3.591701,308.6079,1018.1,0.1035,0.6,9.7053,9.19,73.2347,63.5
3090,45.545319,3.591397,308.7079,1021.9,0.1035,0.6,9.6988,9.19,73.2337,63.5
3091,45.546192,3.591093,308.8078,1024.2,0.1035,0.6,9.6924,9.19,73.2327,63.5
3092,45.547066,3.590789,308.9078,1024.5,0.1035,0.6,9.6859,9.19,73.2317,63.5
3093,45.54794,3.590485,309.0078,1036.5,0.1035,0.6,9.6795,9.19,73.2307,63.5
3094,45.548814,3.590181,309.1078,1038.1,0.1035,0.6,9.6731,9.19,73.2297,63.5
3095,45.549687,3.589877,309.2077,1036.5,0.1035,0.6,9.6666,9.19,73.2287,63.5
3096,45.550561,3.589573,309.3077,1040.7,0.1035,0.6,9.6602,9.19,73.2277,63.5
3097,45.551435,3.589269,309.4077,1046.4,0.1035,0.6,9.6538,9.19,73.2267,63.5
3098,45.552308,3.588964,309.5076,1043.6,0.1035,0.6,9.6473,9.19,73.2257,63.5
3099,45.553182,3.58866,309.6076,1043.1,0.1035,0.6,9.6409,9.19,73.2248,63.5
3100,45.554056,3.588356,309.7076,1052.4,0.1035,0.6,9.6345,9.19,73.2238,63.5
3101,45.554929,3.588052,309.8075,1056.0,0.1035,0.6,9.628,9.19,73.2228,63.5
3102,45.555803,3.587748,309.9075,1054.1,0.1035,0.6,9.6216,9.19,73.2218,63.5
3103,45.556677,3.587444,310.0075,1057.0,0.1035,0.6,9.6152,9.19,73.2208,63.5
3104,45.557551,3.58714,310.1075,1057.8,0.1035,0.6,9.6087,9.19,73.2198,63.5
3105,45.558424,3.586836,310.2074,1058.7,0.1035,0.6,9.6023,9.19,73.2188,63.5
3106,45.559298,3.586532,310.3074,1059.3,0.1035,0.6,9.5958,9.19,73.2178,63.5
3107,45.560172,3.586228,310.4074,1057.0,0.1035,0.6,9.5894,9.19,73.2168,63.5
3108,45.561045,3.585924,310.5073,1066.4,0.1035,0.6,9.583,9.19,73.2158,63.5
3109,45.561919,3.58562,310.6073,1065.4,0.1035,0.6,9.5765,9.19,73.2149,63.5
3110,45.562793,3.585316,310.7073,1057.5,0.1035,0.6,9.5701,9.19,73.2139,63.5
3111,45.563667,3.585012,310.8073,1056.2,0.1035,0.6,9.5637,9.19,73.2129,63.5
3112,45.56454,3.584708,310.9072,1067.5,0.1035,0.6,9.5572,9.19,73.2119,63.5
3113,45.565414,3.584404,311.0072,1078.2,0.1035,0.6,9.5508,9.19,73.2109,63.5
3114,45.566288,3.5841,311.1072,1081.4,0.1035,0.6,9.5444,9.19,73.2099,63.5
3115,45.567161,3.583796,311.2071,1082.3,0.1035,0.6,9.5379,9.19,73.2089,63.5
3116,45.568035,3.583492,311.3071,1083.5,0.1035,0.6,9.5315,9.19,73.2079,63.5
3117,45.568909,3.583188,311.4071,1080.0,0.1035,0.6,9.5251,9.19,73.2069,63.5
3118,45.569782,3.582884,311.507,1081.4,0.1035,0.6,9.5186,9.19,73.2059,63.5
3119,45.570656,3.58258,311.607,1086.6,0.1035,0.6,9.5122,9.19,73.205,63.5
3120,45.57153,3.582276,311.707,1085.9,0.1035,0.6,9.5057,9.19,73.204,63.5
3121,45.572404,3.581972,311.807,1081.1,0.1035,0.6,9.4993,9.19,73.203,63.5
3122,45.573277,3.581668,311.9069,1068.2,0.1035,0.6,9.4929,9.19,73.202,63.5
3123,45.574151,3.581364,312.0069,1050.5,0.1035,0.6,9.4864,9.19,73.201,63.5
3124,45.575025,3.58106,312.1069,1033.4,0.1035,0.6,9.48,9.19,73.2,63.5
3125,45.575898,3.580756,312.2068,1019.8,0.1035,0.6,9.5027,9.1907,73.203,63.4921
3126,45.576772,3.580452,312.3068,1012.6,0.1035,0.6,9.5253,9.1914,73.2059,63.4842
3127,45.577646,3.580148,312.4068,1018.1,0.1035,0.6,9.548,9.1921,73.2089,63.4762
3128,45.57852,3.579844,312.5068,1025.8,0.1036,0.6,9.5707,9.1928,73.2119,63.4683
3129,45.579393,3.57954,312.6067,1035.4,0.1036,0.6,9.5934,9.1935,73.2148,63.4604
3130,45.580267,3.579236,312.7067,1035.0,0.1036,0.6,9.616,9.1942,73.2178,63.4525
3131,45.581141,3.578932,312.8067,1026.5,0.1036,0.6,9.6387,9.1949,73.2208,63.4446
3132,45.582014,3.578628,312.9066,1017.0,0.1036,0.6,9.6614,9.1955,73.2238,63.4366
3133,45.582888,3.578324,313.0066,1012.0,0.1036,0.6,9.6841,9.1962,73.2267,63.4287
3134,45.583762,3.57802,313.1066,1011.2,0.1037,0.6,9.7067,9.1969,73.2297,63.4208
3135,45.584635,3.577716,313.2065,1013.6,0.1037,0.6,9.7294,9.1976,73.2327,63.4129
3136,45.585509,3.577412,313.3065,1020.5,0.1037,0.6,9.7521,9.1983,73.2356,63.405
3137,45.586383,3.577108,313.4065,1029.4,0.1037,0.6,9.7747,9.199,73.2386,63.397
3138,45.587257,3.576804,313.5065,1034.8,0.1037,0.6,9.7974,9.1997,73.2416,63.3891
3139,45.58813,3.5765,313.6064,1035.2,0.1037,0.6,9.8201,9.2004,73.2446,63.3812
3140,45.589004,3.576196,313.7064,1035.8,0.1038,0.6,9.8428,9.2011,73.2475,63.3733
3141,45.589878,3.575892,313.8064,1036.3,0.1038,0.6,9.8654,9.2018,73.2505,63.3653
3142,45.590751,3.575588,313.9063,1038.9,0.1038,0.6,9.8881,9.2025,73.2535,63.3574
3143,45.591625,3.575283,314.0063,1038.9,0.1038,0.6,9.9108,9.2032,73.2564,63.3495
3144,45.592499,3.574979,314.1063,1035.8,0.1038,0.6,9.9335,9.2039,73.2594,63.3416
3145,45.593372,3.574675,314.2062,1033.4,0.1038,0.6,9.9561,9.2046,73.2624,63.3337
3146,45.594246,3.574371,314.3062,1027.0,0.1038,0.6,9.9788,9.2052,73.2653,63.3257
3147,45.59512,3.574067,314.4062,1013.5,0.1039,0.6,10.0015,9.2059,73.2683,63.3178
3148,45.595994,3.573763,314.5062,986.5,0.1039,0.6,10.0242,9.2066,73.2713,63.3099
3149,45.596867,3.573459,314.6061,970.5,0.1039,0.6,10.0468,9.2073,73.2743,63.302
3150,45.597741,3.573155,314.7061,943.5,0.1039,0.6,10.0695,9.208,73.2772,63.2941
3151,45.598615,3.572851,314.8061,910.6,0.1039,0.6,10.0922,9.2087,73.2802,63.2861
3152,45.599488,3.572547,314.906,889.8,0.1039,0.6,10.1148,9.2094,73.2832,63.2782
3153,45.600362,3.572243,315.006,868.8,0.104,0.6,10.1375,9.2101,73.2861,63.2703
3154,45.601236,3.571939,315.106,853.6,0.104,0.6,10.1602,9.2108,73.2891,63.2624
3155,45.60211,3.571635,315.206,842.7,0.104,0.6,10.1829,9.2115,73.2921,63.2545
3156,45.602983,3.571331,315.3059,828.8,0.104,0.6,10.2055,9.2122,73.295,63.2465
3157,45.603857,3.571027,315.4059,816.9,0.104,0.6,10.2282,9.2129,73.298,63.2386
3158,45.604731,3.570723,315.5059,805.0,0.104,0.6,10.2509,9.2136,73.301,63.2307
3159,45.605604,3.570419,315.6058,795.0,0.1041,0.6,10.2736,9.2143,73.304,63.2228
3160,45.606478,3.570115,315.7058,788.7,0.1041,0.6,10.2962,9.215,73.3069,63.2149
3161,45.607352,3.569811,315.8058,767.7,0.1041,0.6,10.3189,9.2156,73.3099,63.2069
3162,45.608225,3.569507,315.9057,753.5,0.1041,0.6,10.3416,9.2163,73.3129,63.199
3163,45.609099,3.569203,316.0057,748.6,0.1041,0.6,10.3642,9.217,73.3158,63.1911
3164,45.609973,3.568899,316.1057,746.9,0.1041,0.6,10.3869,9.2177,73.3188,63.1832
3165,45.610847,3.568595,316.2057,743.7,0.1041,0.6,10.4096,9.2184,73.3218,63.1752
3166,45.61172,3.568291,316.3056,740.3,0.1042,0.6,10.4323,9.2191,73.3248,63.1673
3167,45.612594,3.567987,316.4056,736.7,0.1042,0.6,10.4549,9.2198,73.3277,63.1594
3168,45.613468,3.567683,316.5056,731.6,0.1042,0.6,10.4776,9.2205,73.3307,63.1515
3169,45.614341,3.567379,316.6055,726.9,0.1042,0.6,10.5003,9.2212,73.3337,63.1436
3170,45.615215,3.567075,316.7055,719.0,0.1042,0.6,10.523,9.2219,73.3366,63.1356
3171,45.616089,3.566771,316.8055,712.8,0.1042,0.6,10.5456,9.2226,73.3396,63.1277
3172,45.616962,3.566467,316.9054,708.5,0.1043,0.6,10.5683,9.2233,73.3426,63.1198
3173,45.617836,3.566163,317.0054,700.7,0.1043,0.6,10.591,9.224,73.3455,63.1119
3174,45.61871,3.565859,317.1054,697.4,0.1043,0.6,10.6137,9.2247,73.3485,63.104
3175,45.619584,3.565555,317.2054,693.2,0.1043,0.6,10.6363,9.2253,73.3515,63.096
3176,45.620457,3.565251,317.3053,693.2,0.1043,0.6,10.659,9.226,73.3545,63.0881
3177,45.621331,3.564947,317.4053,694.6,0.1043,0.6,10.6817,9.2267,73.3574,63.0802
3178,45.622205,3.564643,317.5053,696.8,0.1044,0.6,10.7044,9.2274,73.3604,63.0723
3179,45.623078,3.564339,317.6052,698.5,0.1044,0.6,10.727,9.2281,73.3634,63.0644
3180,45.623952,3.564035,317.7052,696.5,0.1044,0.6,10.7497,9.2288,73.3663,63.0564
3181,45.624826,3.563731,317.8052,689.0,0.1044,0.6,10.7724,9.2295,73.3693,63.0485
3182,45.6257,3.563427,317.9052,689.9,0.1044,0.6,10.7951,9.2302,73.3723,63.0406
3183,45.626573,3.563123,318.0051,694.4,0.1044,0.6,10.8177,9.2309,73.3752,63.0327
3184,45.627447,3.562819,318.1051,699.4,0.1045,0.6,10.8404,9.2316,73.3782,63.0248
3185,45.628321,3.562515,318.2051,703.6,0.1045,0.6,10.8631,9.2323,73.3812,63.0168
3186,45.629194,3.562211,318.305,709.4,0.1045,0.6,10.8857,9.233,73.3842,63.0089
3187,45.630068,3.561907,318.405,714.4,0.1045,0.6,10.9084,9.2337,73.3871,63.001
3188,45.630942,3.561602,318.505,713.1,0.1045,0.6,10.9311,9.2344,73.3901,62.9931
3189,45.631815,3.561298,318.6049,708.8,0.1045,0.6,10.9537,9.235,73.3931,62.9852
3190,45.632689,3.560994,318.7049,707.3,0.1045,0.6,10.9764,9.2357,73.396,62.9772
3191,45.633563,3.56069,318.8049,708.9,0.1046,0.6,10.9991,9.2364,73.399,62.9693
3192,45.634437,3.560386,318.9049,710.5,0.1046,0.6,11.0218,9.2371,73.402,62.9614
3193,45.63531,3.560082,319.0048,713.7,0.1046,0.6,11.0444,9.2378,73.4049,62.9535
