point_id,lat,lon,distance_km,altitude_m,precipitation_mm_h,precipitation_p95_mm_h,temperature_c,windspeed_kmh,humidity_pct,cloudcover_pct
1768,45.841722,3.534497,176.5671,333.8,0.1,0.5535,13.4235,9.5299,72.9624,62.2812
1769,45.840898,3.535014,176.6671,333.5,0.1001,0.5545,13.4245,9.5242,72.9802,62.2901
1770,45.840075,3.535531,176.767,335.7,0.1002,0.5554,13.4254,9.5184,72.998,62.299
1771,45.839251,3.536048,176.867,339.0,0.1004,0.5564,13.4264,9.5127,73.0158,62.3079
1772,45.838427,3.536565,176.967,346.0,0.1005,0.5574,13.4274,9.5069,73.0337,62.3168
1773,45.837603,3.537082,177.067,357.5,0.1006,0.5584,13.4284,9.5012,73.0515,62.3257
1774,45.836779,3.537599,177.167,362.4,0.1007,0.5594,13.4294,9.4954,73.0693,62.3347
1775,45.835956,3.538116,177.2669,362.6,0.1008,0.5604,13.4304,9.4897,73.0871,62.3436
1776,45.835132,3.538633,177.3669,357.7,0.1009,0.5614,13.4314,9.484,73.1049,62.3525
1777,45.834308,3.539149,177.4669,362.3,0.101,0.5624,13.4324,9.4782,73.1228,62.3614
1778,45.833484,3.539666,177.5669,372.1,0.1011,0.5634,13.4334,9.4725,73.1406,62.3703
1779,45.832661,3.540183,177.6668,375.2,0.1012,0.5644,13.4344,9.4667,73.1584,62.3792
1780,45.831837,3.5407,177.7668,374.9,0.1013,0.5653,13.4353,9.461,73.1762,62.3881
1781,45.831013,3.541217,177.8668,371.5,0.1014,0.5663,13.4363,9.4552,73.1941,62.397
1782,45.830189,3.541734,177.9668,369.7,0.1015,0.5673,13.4373,9.4495,73.2119,62.4059
1783,45.829365,3.542251,178.0668,372.7,0.1016,0.5683,13.4383,9.4438,73.2297,62.4149
1784,45.828542,3.542768,178.1667,379.3,0.1018,0.5693,13.4393,9.438,73.2475,62.4238
1785,45.827718,3.543285,178.2667,388.9,0.1019,0.5703,13.4403,9.4323,73.2653,62.4327
1786,45.826894,3.543802,178.3667,394.2,0.102,0.5713,13.4413,9.4265,73.2832,62.4416
1787,45.82607,3.544319,178.4667,398.1,0.1021,0.5723,13.4423,9.4208,73.301,62.4505
1788,45.825246,3.544836,178.5667,397.6,0.1022,0.5733,13.4433,9.415,73.3188,62.4594
1789,45.824423,3.545353,178.6666,398.1,0.1023,0.5743,13.4443,9.4093,73.3366,62.4683
1790,45.823599,3.545869,178.7666,399.1,0.1024,0.5752,13.4452,9.4036,73.3544,62.4772
1791,45.822775,3.546386,178.8666,386.6,0.1025,0.5762,13.4462,9.3978,73.3723,62.4861
1792,45.821951,3.546903,178.9666,385.9,0.1026,0.5772,13.4472,9.3921,73.3901,62.495
1793,45.821128,3.54742,179.0665,393.7,0.1027,0.5782,13.4482,9.3863,73.4079,62.504
1794,45.820304,3.547937,179.1665,391.1,0.1028,0.5792,13.4492,9.3806,73.4257,62.5129
1795,45.81948,3.548454,179.2665,387.1,0.1029,0.5802,13.4502,9.3749,73.4436,62.5218
1796,45.818656,3.548971,179.3665,391.5,0.103,0.5812,13.4512,9.3691,73.4614,62.5307
1797,45.817832,3.549488,179.4665,398.7,0.1032,0.5822,13.4522,9.3634,73.4792,62.5396
1798,45.817009,3.550005,179.5664,401.8,0.1033,0.5832,13.4532,9.3576,73.497,62.5485
1799,45.816185,3.550522,179.6664,401.0,0.1034,0.5842,13.4542,9.3519,73.5148,62.5574
1800,45.815361,3.551039,179.7664,399.8,0.1035,0.5851,13.4551,9.3461,73.5327,62.5663
1801,45.814537,3.551556,179.8664,390.0,0.1036,0.5861,13.4561,9.3404,73.5505,62.5752
1802,45.813714,3.552072,179.9663,383.7,0.1037,0.5871,13.4571,9.3347,73.5683,62.5842
1803,45.81289,3.552589,180.0663,383.9,0.1038,0.5881,13.4581,9.3289,73.5861,62.5931
1804,45.812066,3.553106,180.1663,381.5,0.1039,0.5891,13.4591,9.3232,73.604,62.602
1805,45.811242,3.553623,180.2663,376.3,0.104,0.5901,13.4601,9.3174,73.6218,62.6109
1806,45.810418,3.55414,180.3663,374.1,0.1041,0.5911,13.4611,9.3117,73.6396,62.6198
1807,45.809595,3.554657,180.4662,360.6,0.1042,0.5921,13.4621,9.3059,73.6574,62.6287
1808,45.808771,3.555174,180.5662,348.0,0.1043,0.5931,13.4631,9.3002,73.6752,62.6376
1809,45.807947,3.555691,180.6662,350.7,0.1045,0.5941,13.4641,9.2945,73.6931,62.6465
1810,45.807123,3.556208,180.7662,356.3,0.1046,0.595,13.465,9.2887,73.7109,62.6554
1811,45.8063,3.556725,180.8661,368.7,0.1047,0.596,13.466,9.283,73.7287,62.6643
1812,45.805476,3.557242,180.9661,384.1,0.1048,0.597,13.467,9.2772,73.7465,62.6733
1813,45.804652,3.557759,181.0661,387.1,0.1049,0.598,13.468,9.2715,73.7643,62.6822
1814,45.803828,3.558276,181.1661,387.9,0.105,0.599,13.469,9.2657,73.7822,62.6911
1815,45.803004,3.558792,181.2661,383.0,0.1051,0.6,13.47,9.26,73.8,62.7
1816,45.802181,3.559309,181.366,390.7,0.1051,0.6,13.4581,9.26,73.798,62.7
1817,45.801357,3.559826,181.466,392.2,0.1051,0.6,13.4462,9.26,73.796,62.7
1818,45.800533,3.560343,181.566,391.4,0.1051,0.6,13.4344,9.26,73.7941,62.7
1819,45.799709,3.56086,181.666,392.0,0.1051,0.6,13.4225,9.26,73.7921,62.7
1820,45.798886,3.561377,181.7659,393.6,0.1051,0.6,13.4106,9.26,73.7901,62.7
1821,45.798062,3.561894,181.8659,397.7,0.1051,0.6,13.3987,9.26,73.7881,62.7
1822,45.797238,3.562411,181.9659,402.1,0.1051,0.6,13.3868,9.26,73.7861,62.7
1823,45.796414,3.562928,182.0659,404.1,0.1051,0.6,13.375,9.26,73.7842,62.7
1824,45.79559,3.563445,182.1659,407.9,0.1051,0.6,13.3631,9.26,73.7822,62.7
1825,45.794767,3.563962,182.2658,405.9,0.1051,0.6,13.3512,9.26,73.7802,62.7
1826,45.793943,3.564479,182.3658,398.2,0.1051,0.6,13.3393,9.26,73.7782,62.7
1827,45.793119,3.564996,182.4658,387.8,0.1051,0.6,13.3274,9.26,73.7762,62.7
1828,45.792295,3.565512,182.5658,385.0,0.1051,0.6,13.3155,9.26,73.7743,62.7
1829,45.791472,3.566029,182.6657,380.1,0.1051,0.6,13.3037,9.26,73.7723,62.7
1830,45.790648,3.566546,182.7657,373.6,0.1051,0.6,13.2918,9.26,73.7703,62.7
1831,45.789824,3.567063,182.8657,371.3,0.1051,0.6,13.2799,9.26,73.7683,62.7
1832,45.789,3.56758,182.9657,371.7,0.1051,0.6,13.268,9.26,73.7663,62.7
1833,45.788176,3.568097,183.0657,366.8,0.1051,0.6,13.2561,9.26,73.7644,62.7
1834,45.787353,3.568614,183.1656,352.4,0.1051,0.6,13.2443,9.26,73.7624,62.7
1835,45.786529,3.569131,183.2656,333.0,0.1051,0.6,13.2324,9.26,73.7604,62.7
1836,45.785705,3.569648,183.3656,329.2,0.1051,0.6,13.2205,9.26,73.7584,62.7
1837,45.784881,3.570165,183.4656,329.2,0.1051,0.6,13.2086,9.26,73.7564,62.7
1838,45.784058,3.570682,183.5655,330.6,0.1051,0.6,13.1967,9.26,73.7545,62.7
1839,45.783234,3.571199,183.6655,331.8,0.1051,0.6,13.1849,9.26,73.7525,62.7
1840,45.78241,3.571716,183.7655,343.3,0.1051,0.6,13.173,9.26,73.7505,62.7
1841,45.781586,3.572232,183.8655,350.2,0.1051,0.6,13.1611,9.26,73.7485,62.7
1842,45.780762,3.572749,183.9655,347.3,0.1051,0.6,13.1492,9.26,73.7465,62.7
1843,45.779939,3.573266,184.0654,353.1,0.1051,0.6,13.1373,9.26,73.7446,62.7
1844,45.779115,3.573783,184.1654,361.3,0.1051,0.6,13.1255,9.26,73.7426,62.7
1845,45.778291,3.5743,184.2654,367.2,0.1051,0.6,13.1136,9.26,73.7406,62.7
1846,45.777467,3.574817,184.3654,368.1,0.1051,0.6,13.1017,9.26,73.7386,62.7
1847,45.776644,3.575334,184.4653,371.3,0.1051,0.6,13.0898,9.26,73.7366,62.7
1848,45.77582,3.575851,184.5653,377.2,0.1051,0.6,13.0779,9.26,73.7347,62.7
1849,45.774996,3.576368,184.6653,388.3,0.1051,0.6,13.066,9.26,73.7327,62.7
1850,45.774172,3.576885,184.7653,391.5,0.1051,0.6,13.0542,9.26,73.7307,62.7
1851,45.773348,3.577402,184.8653,393.6,0.1051,0.6,13.0423,9.26,73.7287,62.7
1852,45.772525,3.577919,184.9652,396.4,0.1051,0.6,13.0304,9.26,73.7267,62.7
1853,45.771701,3.578435,185.0652,397.3,0.1051,0.6,13.0185,9.26,73.7248,62.7
1854,45.770877,3.578952,185.1652,404.7,0.1051,0.6,13.0066,9.26,73.7228,62.7
1855,45.770053,3.579469,185.2652,411.7,0.1051,0.6,12.9948,9.26,73.7208,62.7
1856,45.769229,3.579986,185.3652,415.1,0.1051,0.6,12.9829,9.26,73.7188,62.7
1857,45.768406,3.580503,185.4651,419.6,0.1051,0.6,12.971,9.26,73.7168,62.7
1858,45.767582,3.58102,185.5651,425.9,0.1051,0.6,12.9591,9.26,73.7149,62.7
1859,45.766758,3.581537,185.6651,428.9,0.1051,0.6,12.9472,9.26,73.7129,62.7
1860,45.765934,3.582054,185.7651,430.0,0.1051,0.6,12.9353,9.26,73.7109,62.7
1861,45.765111,3.582571,185.865,432.8,0.1051,0.6,12.9235,9.26,73.7089,62.7
1862,45.764287,3.583088,185.965,434.1,0.1051,0.6,12.9116,9.26,73.7069,62.7
1863,45.763463,3.583605,186.065,434.2,0.1051,0.6,12.8997,9.26,73.705,62.7
1864,45.762639,3.584122,186.165,433.9,0.1051,0.6,12.8878,9.26,73.703,62.7
1865,45.761815,3.584639,186.265,430.5,0.1051,0.6,12.8759,9.26,73.701,62.7
1866,45.760992,3.585155,186.3649,427.2,0.1051,0.6,12.8641,9.26,73.699,62.7
1867,45.760168,3.585672,186.4649,425.7,0.1051,0.6,12.8522,9.26,73.697,62.7
1868,45.759344,3.586189,186.5649,425.7,0.1051,0.6,12.8403,9.26,73.695,62.7
1869,45.75852,3.586706,186.6649,427.8,0.1051,0.6,12.8284,9.26,73.6931,62.7
1870,45.757697,3.587223,186.7648,430.3,0.1051,0.6,12.8165,9.26,73.6911,62.7
1871,45.756873,3.58774,186.8648,428.6,0.1051,0.6,12.8047,9.26,73.6891,62.7
1872,45.756049,3.588257,186.9648,424.1,0.1051,0.6,12.7928,9.26,73.6871,62.7
1873,45.755225,3.588774,187.0648,421.1,0.1051,0.6,12.7809,9.26,73.6851,62.7
1874,45.754401,3.589291,187.1648,419.4,0.1051,0.6,12.769,9.26,73.6832,62.7
1875,45.753578,3.589808,187.2647,416.7,0.1051,0.6,12.7571,9.26,73.6812,62.7
1876,45.752754,3.590325,187.3647,414.5,0.1051,0.6,12.7452,9.26,73.6792,62.7
1877,45.75193,3.590842,187.4647,403.7,0.1051,0.6,12.7334,9.26,73.6772,62.7
1878,45.751106,3.591359,187.5647,394.3,0.1051,0.6,12.7215,9.26,73.6752,62.7
1879,45.750283,3.591875,187.6646,407.7,0.1051,0.6,12.7096,9.26,73.6733,62.7
1880,45.749459,3.592392,187.7646,415.6,0.1051,0.6,12.6977,9.26,73.6713,62.7
1881,45.748635,3.592909,187.8646,425.8,0.1051,0.6,12.6858,9.26,73.6693,62.7
1882,45.747811,3.593426,187.9646,436.0,0.1051,0.6,12.674,9.26,73.6673,62.7
1883,45.746987,3.593943,188.0646,441.2,0.1051,0.6,12.6621,9.26,73.6653,62.7
1884,45.746164,3.59446,188.1645,442.7,0.1051,0.6,12.6502,9.26,73.6634,62.7
1885,45.74534,3.594977,188.2645,444.1,0.1051,0.6,12.6383,9.26,73.6614,62.7
1886,45.744516,3.595494,188.3645,448.4,0.1051,0.6,12.6264,9.26,73.6594,62.7
1887,45.743692,3.596011,188.4645,449.3,0.1051,0.6,12.6145,9.26,73.6574,62.7
1888,45.742869,3.596528,188.5644,444.8,0.1051,0.6,12.6027,9.26,73.6554,62.7
1889,45.742045,3.597045,188.6644,437.2,0.1051,0.6,12.5908,9.26,73.6535,62.7
1890,45.741221,3.597562,188.7644,432.8,0.1051,0.6,12.5789,9.26,73.6515,62.7
1891,45.740397,3.598079,188.8644,428.2,0.1051,0.6,12.567,9.26,73.6495,62.7
1892,45.739573,3.598595,188.9644,415.5,0.1051,0.6,12.5551,9.26,73.6475,62.7
1893,45.73875,3.599112,189.0643,403.5,0.1051,0.6,12.5433,9.26,73.6455,62.7
1894,45.737926,3.599629,189.1643,427.9,0.1051,0.6,12.5314,9.26,73.6436,62.7
1895,45.737102,3.600146,189.2643,448.3,0.1051,0.6,12.5195,9.26,73.6416,62.7
1896,45.736278,3.600663,189.3643,454.9,0.1051,0.6,12.5076,9.26,73.6396,62.7
1897,45.735455,3.60118,189.4642,456.3,0.1051,0.6,12.4957,9.26,73.6376,62.7
1898,45.734631,3.601697,189.5642,463.1,0.1051,0.6,12.4839,9.26,73.6356,62.7
1899,45.733807,3.602214,189.6642,460.4,0.1051,0.6,12.472,9.26,73.6337,62.7
1900,45.732983,3.602731,189.7642,462.5,0.1051,0.6,12.4601,9.26,73.6317,62.7
1901,45.732159,3.603248,189.8642,458.6,0.1051,0.6,12.4482,9.26,73.6297,62.7
1902,45.731336,3.603765,189.9641,454.1,0.1051,0.6,12.4363,9.26,73.6277,62.7
1903,45.730512,3.604282,190.0641,465.8,0.1051,0.6,12.4245,9.26,73.6257,62.7
1904,45.729688,3.604798,190.1641,478.1,0.1051,0.6,12.4126,9.26,73.6238,62.7
1905,45.728864,3.605315,190.2641,497.8,0.1051,0.6,12.4007,9.26,73.6218,62.7
1906,45.728041,3.605832,190.364,517.2,0.1051,0.6,12.3888,9.26,73.6198,62.7
1907,45.727217,3.606349,190.464,528.5,0.1051,0.6,12.3769,9.26,73.6178,62.7
1908,45.726393,3.606866,190.564,537.3,0.1051,0.6,12.365,9.26,73.6158,62.7
1909,45.725569,3.607383,190.664,540.3,0.1051,0.6,12.3532,9.26,73.6139,62.7
1910,45.724745,3.6079,190.764,545.0,0.1051,0.6,12.3413,9.26,73.6119,62.7
1911,45.723922,3.608417,190.8639,549.4,0.1051,0.6,12.3294,9.26,73.6099,62.7
1912,45.723098,3.608934,190.9639,551.2,0.1051,0.6,12.3175,9.26,73.6079,62.7
1913,45.722274,3.609451,191.0639,553.0,0.1051,0.6,12.3056,9.26,73.6059,62.7
1914,45.72145,3.609968,191.1639,556.8,0.1051,0.6,12.2938,9.26,73.604,62.7
1915,45.720626,3.610485,191.2639,563.8,0.1051,0.6,12.2819,9.26,73.602,62.7
1916,45.719803,3.611002,191.3638,566.2,0.1051,0.6,12.27,9.26,73.6,62.7
1917,45.718979,3.611518,191.4638,571.7,0.1055,0.602,12.2678,9.2568,73.6297,62.7079
1918,45.718155,3.612035,191.5638,570.8,0.1058,0.604,12.2656,9.2537,73.6594,62.7158
1919,45.717331,3.612552,191.6638,565.7,0.1062,0.6059,12.2635,9.2505,73.6891,62.7238
1920,45.716508,3.613069,191.7637,551.8,0.1066,0.6079,12.2613,9.2473,73.7188,62.7317
1921,45.715684,3.613586,191.8637,539.7,0.1069,0.6099,12.2591,9.2442,73.7485,62.7396
1922,45.71486,3.614103,191.9637,526.1,0.1073,0.6119,12.2569,9.241,73.7782,62.7475
1923,45.714036,3.61462,192.0637,516.1,0.1077,0.6139,12.2548,9.2378,73.8079,62.7554
1924,45.713212,3.615137,192.1637,504.7,0.1081,0.6158,12.2526,9.2347,73.8376,62.7634
1925,45.712389,3.615654,192.2636,500.1,0.1084,0.6178,12.2504,9.2315,73.8673,62.7713
1926,45.711565,3.616171,192.3636,490.0,0.1088,0.6198,12.2482,9.2283,73.897,62.7792
1927,45.710741,3.616688,192.4636,482.6,0.1092,0.6218,12.246,9.2252,73.9267,62.7871
1928,45.709917,3.617205,192.5636,491.6,0.1095,0.6238,12.2439,9.222,73.9564,62.795
1929,45.709094,3.617722,192.6635,494.4,0.1099,0.6257,12.2417,9.2188,73.9861,62.803
1930,45.70827,3.618238,192.7635,487.1,0.1103,0.6277,12.2395,9.2156,74.0158,62.8109
1931,45.707446,3.618755,192.8635,474.1,0.1106,0.6297,12.2373,9.2125,74.0455,62.8188
1932,45.706622,3.619272,192.9635,457.0,0.111,0.6317,12.2352,9.2093,74.0752,62.8267
1933,45.705798,3.619789,193.0635,442.5,0.1114,0.6337,12.233,9.2061,74.1049,62.8346
1934,45.704975,3.620306,193.1634,453.4,0.1117,0.6356,12.2308,9.203,74.1346,62.8426
1935,45.704151,3.620823,193.2634,463.3,0.1121,0.6376,12.2286,9.1998,74.1643,62.8505
1936,45.703327,3.62134,193.3634,477.1,0.1125,0.6396,12.2264,9.1966,74.194,62.8584
1937,45.702503,3.621857,193.4634,487.6,0.1129,0.6416,12.2243,9.1935,74.2237,62.8663
1938,45.70168,3.622374,193.5633,501.8,0.1132,0.6436,12.2221,9.1903,74.2534,62.8742
1939,45.700856,3.622891,193.6633,505.4,0.1136,0.6455,12.2199,9.1871,74.2831,62.8822
1940,45.700032,3.623408,193.7633,502.3,0.114,0.6475,12.2177,9.184,74.3128,62.8901
1941,45.699208,3.623925,193.8633,504.4,0.1143,0.6495,12.2156,9.1808,74.3425,62.898
1942,45.698384,3.624441,193.9633,503.4,0.1147,0.6515,12.2134,9.1776,74.3722,62.9059
1943,45.697561,3.624958,194.0632,504.6,0.1151,0.6535,12.2112,9.1745,74.4019,62.9138
1944,45.696737,3.625475,194.1632,514.1,0.1154,0.6554,12.209,9.1713,74.4316,62.9218
1945,45.695913,3.625992,194.2632,527.4,0.1158,0.6574,12.2068,9.1681,74.4613,62.9297
1946,45.695089,3.626509,194.3632,539.6,0.1162,0.6594,12.2047,9.165,74.491,62.9376
1947,45.694266,3.627026,194.4631,549.8,0.1165,0.6614,12.2025,9.1618,74.5207,62.9455
1948,45.693442,3.627543,194.5631,556.7,0.1169,0.6634,12.2003,9.1586,74.5504,62.9534
1949,45.692618,3.62806,194.6631,562.2,0.1173,0.6653,12.1981,9.1555,74.5801,62.9614
1950,45.691794,3.628577,194.7631,563.3,0.1177,0.6673,12.1959,9.1523,74.6098,62.9693
1951,45.69097,3.629094,194.8631,566.3,0.118,0.6693,12.1938,9.1491,74.6395,62.9772
1952,45.690147,3.629611,194.963,574.5,0.1184,0.6713,12.1916,9.146,74.6692,62.9851
1953,45.689323,3.630128,195.063,588.6,0.1188,0.6733,12.1894,9.1428,74.6989,62.993
1954,45.688499,3.630645,195.163,598.0,0.1191,0.6752,12.1872,9.1396,74.7286,63.001
1955,45.687675,3.631161,195.263,603.5,0.1195,0.6772,12.1851,9.1365,74.7583,63.0089
1956,45.686852,3.631678,195.3629,603.0,0.1199,0.6792,12.1829,9.1333,74.7879,63.0168
1957,45.686028,3.632195,195.4629,601.4,0.1202,0.6812,12.1807,9.1301,74.8177,63.0247
1958,45.685204,3.632712,195.5629,600.9,0.1206,0.6832,12.1785,9.1269,74.8474,63.0326
1959,45.68438,3.633229,195.6629,600.4,0.121,0.6851,12.1763,9.1238,74.8771,63.0405
1960,45.683556,3.633746,195.7629,594.1,0.1213,0.6871,12.1742,9.1206,74.9068,63.0485
1961,45.682733,3.634263,195.8628,580.0,0.1217,0.6891,12.172,9.1174,74.9364,63.0564
1962,45.681909,3.63478,195.9628,558.2,0.1221,0.6911,12.1698,9.1143,74.9661,63.0643
1963,45.681085,3.635297,196.0628,541.1,0.1225,0.6931,12.1676,9.1111,74.9959,63.0722
1964,45.680261,3.635814,196.1628,524.0,0.1228,0.695,12.1655,9.1079,75.0256,63.0801
1965,45.679438,3.636331,196.2627,506.8,0.1232,0.697,12.1633,9.1048,75.0552,63.0881
1966,45.678614,3.636848,196.3627,491.5,0.1236,0.699,12.1611,9.1016,75.0849,63.096
1967,45.67779,3.637365,196.4627,469.0,0.1239,0.701,12.1589,9.0984,75.1146,63.1039
1968,45.676966,3.637881,196.5627,455.3,0.1243,0.703,12.1567,9.0953,75.1444,63.1118
1969,45.676142,3.638398,196.6627,461.3,0.1247,0.7049,12.1546,9.0921,75.1741,63.1197
1970,45.675319,3.638915,196.7626,477.0,0.125,0.7069,12.1524,9.0889,75.2037,63.1277
1971,45.674495,3.639432,196.8626,480.3,0.1254,0.7089,12.1502,9.0858,75.2334,63.1356
1972,45.673671,3.639949,196.9626,475.4,0.1258,0.7109,12.148,9.0826,75.2631,63.1435
1973,45.672847,3.640466,197.0626,469.7,0.1261,0.7129,12.1459,9.0794,75.2928,63.1514
1974,45.672024,3.640983,197.1625,469.6,0.1265,0.7148,12.1437,9.0763,75.3225,63.1593
1975,45.6712,3.6415,197.2625,460.9,0.1269,0.7168,12.1415,9.0731,75.3522,63.1673
1976,45.670376,3.642017,197.3625,449.2,0.1273,0.7188,12.1393,9.0699,75.3819,63.1752
1977,45.669552,3.642534,197.4625,472.4,0.1276,0.7208,12.1371,9.0668,75.4116,63.1831
1978,45.668728,3.643051,197.5625,467.3,0.128,0.7228,12.135,9.0636,75.4413,63.191
1979,45.667905,3.643568,197.6624,453.9,0.1284,0.7247,12.1328,9.0604,75.471,63.1989
1980,45.667081,3.644085,197.7624,454.4,0.1287,0.7267,12.1306,9.0573,75.5007,63.2069
1981,45.666257,3.644601,197.8624,459.0,0.1291,0.7287,12.1284,9.0541,75.5304,63.2148
1982,45.665433,3.645118,197.9624,464.5,0.1295,0.7307,12.1263,9.0509,75.5601,63.2227
1983,45.664609,3.645635,198.0624,477.9,0.1298,0.7327,12.1241,9.0478,75.5898,63.2306
1984,45.663786,3.646152,198.1623,489.9,0.1302,0.7346,12.1219,9.0446,75.6195,63.2385
1985,45.662962,3.646669,198.2623,493.0,0.1306,0.7366,12.1197,9.0414,75.6492,63.2465
1986,45.662138,3.647186,198.3623,496.8,0.1309,0.7386,12.1175,9.0382,75.6789,63.2544
1987,45.661314,3.647703,198.4623,506.0,0.1313,0.7406,12.1154,9.0351,75.7086,63.2623
1988,45.660491,3.64822,198.5622,508.7,0.1317,0.7426,12.1132,9.0319,75.7383,63.2702
1989,45.659667,3.648737,198.6622,512.0,0.1321,0.7445,12.111,9.0287,75.768,63.2781
1990,45.658843,3.649254,198.7622,525.4,0.1324,0.7465,12.1088,9.0256,75.7977,63.2861
1991,45.658019,3.649771,198.8622,549.0,0.1328,0.7485,12.1067,9.0224,75.8274,63.294
1992,45.657195,3.650288,198.9622,573.0,0.1332,0.7505,12.1045,9.0192,75.8571,63.3019
1993,45.656372,3.650804,199.0621,597.3,0.1335,0.7525,12.1023,9.0161,75.8868,63.3098
1994,45.655548,3.651321,199.1621,622.0,0.1339,0.7544,12.1001,9.0129,75.9165,63.3177
1995,45.654724,3.651838,199.2621,636.5,0.1343,0.7564,12.0979,9.0097,75.9462,63.3257
1996,45.6539,3.652355,199.3621,628.8,0.1346,0.7584,12.0958,9.0066,75.9759,63.3336
1997,45.653077,3.652872,199.462,633.6,0.135,0.7604,12.0936,9.0034,76.0056,63.3415
1998,45.652253,3.653389,199.562,642.7,0.1354,0.7624,12.0914,9.0002,76.0353,63.3494
1999,45.651429,3.653906,199.662,633.0,0.1357,0.7643,12.0892,8.9971,76.065,63.3573
2000,45.650605,3.654423,199.762,623.1,0.1361,0.7663,12.0871,8.9939,76.0947,63.3653
2001,45.649781,3.65494,199.862,632.0,0.1365,0.7683,12.0849,8.9907,76.1244,63.3732
2002,45.648958,3.655457,199.9619,637.6,0.1369,0.7703,12.0827,8.9876,76.1541,63.3811
2003,45.648134,3.655974,200.062,620.4,0.1372,0.7723,12.0805,8.9844,76.1838,63.389
2004,45.64731,3.656491,200.1621,605.6,0.1376,0.7742,12.0783,8.9812,76.2136,63.397
2005,45.646486,3.657008,200.2622,615.7,0.138,0.7762,12.0762,8.978,76.2433,63.4049
2006,45.645663,3.657524,200.3621,613.6,0.1383,0.7782,12.074,8.9749,76.273,63.4128
2007,45.644839,3.658041,200.4622,593.6,0.1387,0.7802,12.0718,8.9717,76.3027,63.4207
2008,45.644015,3.658558,200.5623,577.4,0.1391,0.7822,12.0696,8.9685,76.3324,63.4287
2009,45.643191,3.659075,200.6624,576.8,0.1394,0.7841,12.0674,8.9654,76.3622,63.4366
2010,45.642367,3.659592,200.7625,583.1,0.1398,0.7861,12.0653,8.9622,76.3919,63.4445
2011,45.641544,3.660109,200.8625,583.3,0.1402,0.7881,12.0631,8.959,76.4216,63.4524
2012,45.64072,3.660626,200.9626,574.2,0.1406,0.7901,12.0609,8.9559,76.4514,63.4604
2013,45.639896,3.661143,201.0627,569.8,0.1409,0.7921,12.0587,8.9527,76.4811,63.4683
2014,45.639072,3.66166,201.1628,582.3,0.1413,0.7941,12.0565,8.9495,76.5108,63.4762
2015,45.638249,3.662177,201.2628,584.7,0.1417,0.796,12.0544,8.9463,76.5405,63.4841
2016,45.637425,3.662694,201.3629,577.0,0.142,0.798,12.0522,8.9432,76.5703,63.4921
2017,45.636601,3.663211,201.463,574.0,0.1424,0.8,12.05,8.94,76.6,63.5
2018,45.635777,3.663728,201.5631,576.8,0.1422,0.799,12.054,8.9414,76.586,63.499
2019,45.634953,3.664244,201.6631,564.9,0.1419,0.798,12.058,8.9428,76.572,63.498
2020,45.63413,3.664761,201.7631,532.0,0.1417,0.797,12.062,8.9442,76.558,63.497
2021,45.633306,3.665278,201.8632,541.0,0.1415,0.796,12.066,8.9456,76.544,63.496
2022,45.632482,3.665795,201.9633,585.7,0.1413,0.795,12.07,8.947,76.53,63.495
2023,45.631658,3.666312,202.0634,627.8,0.141,0.794,12.074,8.9484,76.516,63.494
2024,45.630835,3.666829,202.1634,645.4,0.1408,0.793,12.078,8.9498,76.502,63.493
2025,45.630011,3.667346,202.2635,657.5,0.1406,0.792,12.082,8.9512,76.488,63.492
2026,45.629187,3.667863,202.3636,678.9,0.1403,0.791,12.086,8.9526,76.474,63.491
2027,45.628363,3.66838,202.4637,706.2,0.1401,0.79,12.09,8.954,76.46,63.49
2028,45.627539,3.668897,202.5638,722.4,0.1399,0.789,12.094,8.9554,76.446,63.489
2029,45.626716,3.669414,202.6638,730.2,0.1396,0.788,12.098,8.9568,76.432,63.488
2030,45.625892,3.669931,202.7639,739.3,0.1394,0.787,12.102,8.9582,76.418,63.487
2031,45.625068,3.670447,202.8639,737.9,0.1392,0.786,12.106,8.9596,76.404,63.486
2032,45.624244,3.670964,202.964,727.5,0.139,0.785,12.11,8.961,76.39,63.485
2033,45.623421,3.671481,203.064,714.2,0.1387,0.784,12.114,8.9624,76.376,63.484
2034,45.622597,3.671998,203.1641,714.2,0.1385,0.783,12.118,8.9638,76.362,63.483
2035,45.621773,3.672515,203.2642,716.3,0.1383,0.782,12.122,8.9652,76.348,63.482
2036,45.620949,3.673032,203.3643,723.2,0.138,0.781,12.126,8.9666,76.334,63.481
2037,45.620125,3.673549,203.4644,729.2,0.1378,0.78,12.13,8.968,76.32,63.48
2038,45.619302,3.674066,203.5644,729.1,0.1376,0.779,12.134,8.9694,76.306,63.479
2039,45.618478,3.674583,203.6645,723.8,0.1373,0.778,12.138,8.9708,76.292,63.478
2040,45.617654,3.6751,203.7646,723.6,0.1371,0.777,12.142,8.9722,76.278,63.477
2041,45.61683,3.675617,203.8647,731.0,0.1369,0.776,12.146,8.9736,76.264,63.476
2042,45.616007,3.676134,203.9647,738.4,0.1367,0.775,12.15,8.975,76.25,63.475
2043,45.615183,3.676651,204.0648,747.9,0.1364,0.774,12.154,8.9764,76.236,63.474
2044,45.614359,3.677167,204.1648,759.0,0.1362,0.773,12.158,8.9778,76.222,63.473
2045,45.613535,3.677684,204.2649,768.9,0.136,0.772,12.162,8.9792,76.208,63.472
