datetime,precipitation_mm_h,temperature_c,windspeed_kmh,humidity_pct,cloudcover_pct
2023-01-01 00:00:00,0.0,9.0,18.4,83,56
2023-01-01 01:00:00,0.0,9.0,18.5,81,24
2023-01-01 02:00:00,0.0,8.7,18.2,82,24
2023-01-01 03:00:00,0.0,9.0,18.9,80,57
2023-01-01 04:00:00,0.0,9.1,18.6,78,45
2023-01-01 05:00:00,0.0,8.9,17.5,78,64
2023-01-01 06:00:00,0.0,8.9,16.7,78,58
2023-01-01 07:00:00,0.0,8.6,17.1,78,74
2023-01-01 08:00:00,0.0,8.6,18.6,78,76
2023-01-01 09:00:00,0.0,8.8,19.8,77,80
2023-01-01 10:00:00,0.0,9.7,19.8,75,64
2023-01-01 11:00:00,0.0,11.2,20.3,67,54
2023-01-01 12:00:00,0.0,12.4,21.7,62,29
2023-01-01 13:00:00,0.0,13.1,22.6,59,9
2023-01-01 14:00:00,0.0,13.2,23.6,58,8
2023-01-01 15:00:00,0.0,12.7,22.1,61,4
2023-01-01 16:00:00,0.0,11.9,20.7,64,10
2023-01-01 17:00:00,0.0,10.9,20.5,67,11
2023-01-01 18:00:00,0.0,10.2,21.0,69,26
2023-01-01 19:00:00,0.0,9.7,21.3,70,36
2023-01-01 20:00:00,0.0,9.4,21.2,71,66
2023-01-01 21:00:00,0.0,9.4,21.1,71,78
2023-01-01 22:00:00,0.0,9.4,21.8,70,65
2023-01-01 23:00:00,0.0,9.4,21.7,66,81
2023-01-02 00:00:00,0.0,9.4,22.9,67,90
2023-01-02 01:00:00,0.0,9.4,22.9,68,84
2023-01-02 02:00:00,0.0,9.5,22.6,69,100
2023-01-02 03:00:00,0.0,9.6,22.5,69,100
2023-01-02 04:00:00,0.0,9.7,22.5,69,99
2023-01-02 05:00:00,0.0,9.9,22.8,70,84
2023-01-02 06:00:00,0.0,10.1,22.0,70,53
2023-01-02 07:00:00,0.0,10.0,20.9,72,57
2023-01-02 08:00:00,0.0,10.0,20.2,73,69
2023-01-02 09:00:00,0.0,9.8,19.4,74,76
2023-01-02 10:00:00,0.0,10.0,18.1,73,94
2023-01-02 11:00:00,0.0,10.6,15.0,70,100
2023-01-02 12:00:00,0.1,10.7,18.6,71,100
2023-01-02 13:00:00,0.3,10.4,14.5,73,100
2023-01-02 14:00:00,0.4,9.4,11.5,80,100
2023-01-02 15:00:00,0.4,8.8,6.1,85,100
2023-01-02 16:00:00,0.3,8.5,6.5,87,100
2023-01-02 17:00:00,0.2,8.4,6.5,84,98
2023-01-02 18:00:00,0.1,6.8,4.5,94,98
2023-01-02 19:00:00,0.1,6.3,4.7,95,100
2023-01-02 20:00:00,0.8,6.0,4.1,97,96
2023-01-02 21:00:00,0.9,5.6,4.4,98,97
2023-01-02 22:00:00,0.6,5.5,5.8,99,89
2023-01-02 23:00:00,0.4,5.1,2.0,100,100
2023-01-03 00:00:00,0.4,4.8,1.8,100,98
2023-01-03 01:00:00,0.2,4.5,1.1,100,100
2023-01-03 02:00:00,0.0,4.5,1.5,100,99
2023-01-03 03:00:00,0.0,4.6,1.9,100,98
2023-01-03 04:00:00,0.0,4.4,2.5,100,100
2023-01-03 05:00:00,0.0,4.2,2.3,100,100
2023-01-03 06:00:00,0.0,4.0,3.1,100,100
2023-01-03 07:00:00,0.0,3.9,4.0,100,100
2023-01-03 08:00:00,0.0,4.0,4.0,100,100
2023-01-03 09:00:00,0.0,3.4,4.7,100,89
2023-01-03 10:00:00,0.1,3.8,4.7,100,77
2023-01-03 11:00:00,0.0,4.9,4.4,93,88
2023-01-03 12:00:00,0.0,5.9,3.6,85,88
2023-01-03 13:00:00,0.0,6.6,2.8,80,84
2023-01-03 14:00:00,0.0,6.9,2.7,78,76
2023-01-03 15:00:00,0.0,7.1,3.0,77,56
2023-01-03 16:00:00,0.0,7.1,3.0,77,50
2023-01-03 17:00:00,0.0,5.8,3.0,85,43
2023-01-03 18:00:00,0.0,4.9,4.1,85,36
2023-01-03 19:00:00,0.0,4.6,4.2,84,16
2023-01-03 20:00:00,0.0,4.2,2.8,85,18
2023-01-03 21:00:00,0.0,3.5,3.9,87,16
2023-01-03 22:00:00,0.0,2.7,4.0,90,17
2023-01-03 23:00:00,0.0,0.5,3.6,98,8
2023-01-04 00:00:00,0.0,-0.3,3.4,99,2
2023-01-04 01:00:00,0.0,-1.2,4.6,100,3
2023-01-04 02:00:00,0.0,-2.0,5.1,100,94
2023-01-04 03:00:00,0.0,-2.7,4.2,99,100
2023-01-04 04:00:00,0.0,-2.7,4.3,99,100
2023-01-04 05:00:00,0.0,-2.8,3.4,100,100
2023-01-04 06:00:00,0.0,-2.7,4.2,100,100
2023-01-04 07:00:00,0.0,-2.7,4.8,100,100
2023-01-04 08:00:00,0.0,-2.7,5.2,100,100
2023-01-04 09:00:00,0.0,-2.4,5.8,100,100
2023-01-04 10:00:00,0.0,-0.7,5.5,96,100
2023-01-04 11:00:00,0.0,0.7,4.7,93,100
2023-01-04 12:00:00,0.0,2.5,4.2,87,97
2023-01-04 13:00:00,0.0,4.5,3.9,79,97
2023-01-04 14:00:00,0.0,5.8,4.1,74,99
2023-01-04 15:00:00,0.0,6.5,4.0,74,98
2023-01-04 16:00:00,0.0,6.6,3.4,77,100
2023-01-04 17:00:00,0.0,6.0,5.6,81,99
2023-01-04 18:00:00,0.0,5.6,5.2,84,100
2023-01-04 19:00:00,0.0,5.4,5.0,86,100
2023-01-04 20:00:00,0.0,5.1,4.6,89,99
2023-01-04 21:00:00,0.0,4.9,4.7,91,100
2023-01-04 22:00:00,0.0,5.0,4.4,91,100
2023-01-04 23:00:00,0.0,5.0,4.0,90,98
2023-01-05 00:00:00,0.0,4.8,4.6,92,96
2023-01-05 01:00:00,0.0,4.9,4.3,93,98
2023-01-05 02:00:00,0.0,5.2,4.3,92,98
2023-01-05 03:00:00,0.0,5.0,3.8,94,92
2023-01-05 04:00:00,0.0,5.3,3.6,93,94
2023-01-05 05:00:00,0.1,5.1,3.3,95,94
2023-01-05 06:00:00,0.1,5.1,4.0,96,92
2023-01-05 07:00:00,0.0,5.2,4.1,96,98
2023-01-05 08:00:00,0.0,5.3,3.9,96,100
2023-01-05 09:00:00,0.0,5.6,3.6,96,99
2023-01-05 10:00:00,0.0,6.1,3.3,95,99
2023-01-05 11:00:00,0.0,6.5,2.3,93,98
2023-01-05 12:00:00,0.0,7.2,2.5,90,96
2023-01-05 13:00:00,0.0,7.7,3.2,88,92
2023-01-05 14:00:00,0.0,8.0,5.1,88,93
2023-01-05 15:00:00,0.0,8.2,6.0,88,100
2023-01-05 16:00:00,0.0,7.9,4.7,89,100
2023-01-05 17:00:00,0.0,7.8,4.8,90,99
2023-01-05 18:00:00,0.0,7.4,4.8,93,97
2023-01-05 19:00:00,0.0,7.4,4.8,93,100
2023-01-05 20:00:00,0.0,7.2,5.2,95,100
2023-01-05 21:00:00,0.0,6.9,4.7,96,100
2023-01-05 22:00:00,0.0,6.7,3.5,96,100
2023-01-05 23:00:00,0.0,6.7,2.8,95,100
2023-01-06 00:00:00,0.0,6.6,3.1,96,100
2023-01-06 01:00:00,0.0,6.4,1.6,98,100
2023-01-06 02:00:00,0.0,6.2,2.2,98,100
2023-01-06 03:00:00,0.0,6.0,4.0,98,100
2023-01-06 04:00:00,0.0,6.0,4.4,98,100
2023-01-06 05:00:00,0.0,5.7,3.6,98,100
2023-01-06 06:00:00,0.0,5.3,1.8,98,96
2023-01-06 07:00:00,0.0,5.5,2.3,98,94
2023-01-06 08:00:00,0.0,5.3,3.4,95,94
2023-01-06 09:00:00,0.0,5.0,0.8,95,96
2023-01-06 10:00:00,0.1,5.0,1.1,95,92
2023-01-06 11:00:00,0.0,5.0,0.8,91,89
2023-01-06 12:00:00,0.0,5.0,0.0,90,96
2023-01-06 13:00:00,0.0,5.2,0.7,89,92
2023-01-06 14:00:00,0.0,5.5,2.7,89,97
2023-01-06 15:00:00,0.0,5.8,4.8,89,93
2023-01-06 16:00:00,0.0,6.0,5.5,86,85
2023-01-06 17:00:00,0.0,5.7,3.6,88,92
2023-01-06 18:00:00,0.0,5.4,3.3,90,88
2023-01-06 19:00:00,0.0,5.6,3.8,90,93
2023-01-06 20:00:00,0.0,5.2,3.3,91,74
2023-01-06 21:00:00,0.0,4.6,4.3,94,53
2023-01-06 22:00:00,0.0,2.6,6.9,97,38
2023-01-06 23:00:00,0.0,2.9,8.3,94,30
2023-01-07 00:00:00,0.0,2.6,8.6,93,18
2023-01-07 01:00:00,0.0,2.6,7.3,92,18
2023-01-07 02:00:00,0.0,2.3,8.0,92,18
2023-01-07 03:00:00,0.0,2.2,8.8,91,18
2023-01-07 04:00:00,0.0,2.2,9.4,91,16
2023-01-07 05:00:00,0.0,1.8,9.4,91,35
2023-01-07 06:00:00,0.0,1.5,9.7,91,53
2023-01-07 07:00:00,0.0,1.2,10.9,91,70
2023-01-07 08:00:00,0.0,1.2,11.2,91,90
2023-01-07 09:00:00,0.0,1.6,11.9,89,89
2023-01-07 10:00:00,0.0,3.2,13.4,85,96
2023-01-07 11:00:00,0.0,5.2,12.8,79,93
2023-01-07 12:00:00,0.0,7.3,12.7,71,95
2023-01-07 13:00:00,0.0,8.8,13.4,66,93
2023-01-07 14:00:00,0.0,9.7,14.4,62,80
2023-01-07 15:00:00,0.0,9.7,14.4,60,94
2023-01-07 16:00:00,0.0,8.9,13.7,64,99
2023-01-07 17:00:00,0.0,7.9,12.6,68,96
2023-01-07 18:00:00,0.0,7.4,12.6,71,97
2023-01-07 19:00:00,0.1,7.2,13.0,74,60
2023-01-07 20:00:00,0.0,6.9,14.1,78,89
2023-01-07 21:00:00,0.0,7.0,15.8,79,76
2023-01-07 22:00:00,0.0,7.1,15.9,80,100
2023-01-07 23:00:00,0.0,7.2,9.1,78,100
2023-01-08 00:00:00,0.0,7.7,10.6,75,100
2023-01-08 01:00:00,0.2,7.7,11.5,74,100
2023-01-08 02:00:00,0.8,7.1,10.3,79,100
2023-01-08 03:00:00,0.8,6.7,10.2,83,100
2023-01-08 04:00:00,0.7,6.4,8.4,83,100
2023-01-08 05:00:00,0.5,6.1,6.6,83,100
2023-01-08 06:00:00,0.5,5.8,5.1,85,100
2023-01-08 07:00:00,0.4,5.7,7.6,86,100
2023-01-08 08:00:00,0.3,5.7,10.4,86,94
2023-01-08 09:00:00,0.1,5.5,10.4,87,64
2023-01-08 10:00:00,0.1,6.1,10.4,85,73
2023-01-08 11:00:00,0.3,7.1,10.8,84,89
2023-01-08 12:00:00,0.0,7.9,12.1,74,95
2023-01-08 13:00:00,0.0,8.4,10.8,68,100
2023-01-08 14:00:00,0.0,8.3,10.0,69,100
2023-01-08 15:00:00,0.0,8.5,10.9,70,91
2023-01-08 16:00:00,0.2,8.0,10.7,73,87
2023-01-08 17:00:00,0.3,7.4,8.4,78,100
2023-01-08 18:00:00,0.7,7.0,11.6,84,93
2023-01-08 19:00:00,0.9,6.9,15.8,85,97
2023-01-08 20:00:00,0.2,6.8,16.0,86,100
2023-01-08 21:00:00,0.0,6.5,16.5,87,99
2023-01-08 22:00:00,0.1,6.2,17.9,87,74
2023-01-08 23:00:00,0.1,6.0,13.0,83,55
2023-01-09 00:00:00,0.0,5.3,10.7,82,29
2023-01-09 01:00:00,0.1,4.6,16.7,79,71
2023-01-09 02:00:00,0.2,3.5,16.1,80,84
2023-01-09 03:00:00,0.0,3.0,13.3,79,20
2023-01-09 04:00:00,0.0,2.8,12.8,77,21
2023-01-09 05:00:00,0.0,2.7,9.9,78,30
2023-01-09 06:00:00,0.0,3.0,6.6,78,75
2023-01-09 07:00:00,0.0,3.3,5.6,77,81
2023-01-09 08:00:00,0.0,3.3,8.5,76,89
2023-01-09 09:00:00,0.0,3.2,10.4,77,85
2023-01-09 10:00:00,0.0,3.3,10.4,75,83
2023-01-09 11:00:00,0.1,3.8,9.8,76,87
2023-01-09 12:00:00,0.2,4.0,9.5,75,98
2023-01-09 13:00:00,0.3,3.6,10.0,78,95
2023-01-09 14:00:00,0.1,3.6,12.0,78,72
2023-01-09 15:00:00,1.1,2.6,15.5,80,69
2023-01-09 16:00:00,0.4,2.5,16.8,77,29
2023-01-09 17:00:00,0.0,2.2,18.7,81,40
2023-01-09 18:00:00,0.0,2.2,16.5,83,74
2023-01-09 19:00:00,0.3,2.3,16.1,81,82
2023-01-09 20:00:00,0.2,2.2,18.7,83,74
2023-01-09 21:00:00,0.1,1.5,19.7,88,55
2023-01-09 22:00:00,0.2,1.2,18.9,89,63
2023-01-09 23:00:00,0.0,1.4,14.8,87,55
2023-01-10 00:00:00,0.0,1.2,13.1,87,61
2023-01-10 01:00:00,0.0,1.3,13.9,86,52
2023-01-10 02:00:00,0.0,1.0,13.2,87,64
2023-01-10 03:00:00,0.0,0.7,10.6,88,63
2023-01-10 04:00:00,0.0,0.7,8.8,88,79
2023-01-10 05:00:00,0.0,0.0,6.3,91,98
2023-01-10 06:00:00,0.0,-0.6,5.8,93,87
2023-01-10 07:00:00,0.0,-0.7,4.8,93,59
2023-01-10 08:00:00,0.0,-0.4,5.0,92,58
2023-01-10 09:00:00,0.0,-0.0,4.2,91,54
2023-01-10 10:00:00,0.0,1.5,4.7,87,99
2023-01-10 11:00:00,0.0,3.0,3.9,81,99
2023-01-10 12:00:00,0.0,4.4,3.7,77,93
2023-01-10 13:00:00,0.0,5.1,3.7,75,90
2023-01-10 14:00:00,0.0,5.3,4.6,75,95
2023-01-10 15:00:00,0.0,5.3,5.5,77,88
2023-01-10 16:00:00,0.0,5.5,5.2,78,95
2023-01-10 17:00:00,0.1,5.4,5.9,79,95
2023-01-10 18:00:00,0.0,4.7,5.9,85,98
2023-01-10 19:00:00,0.0,4.4,5.9,87,99
2023-01-10 20:00:00,0.0,4.2,6.2,90,100
2023-01-10 21:00:00,0.0,4.3,6.8,91,100
2023-01-10 22:00:00,0.0,4.4,7.6,92,91
2023-01-10 23:00:00,0.0,4.2,6.5,94,95
2023-01-11 00:00:00,0.0,4.4,7.6,93,99
2023-01-11 01:00:00,0.0,4.4,6.9,94,100
2023-01-11 02:00:00,0.0,4.7,7.0,93,100
2023-01-11 03:00:00,0.0,4.5,6.2,95,100
2023-01-11 04:00:00,0.0,4.0,7.2,96,100
2023-01-11 05:00:00,0.0,4.0,8.3,96,100
2023-01-11 06:00:00,0.0,4.2,8.6,96,100
2023-01-11 07:00:00,0.0,4.5,8.6,95,99
2023-01-11 08:00:00,0.0,5.0,9.0,94,99
2023-01-11 09:00:00,0.0,5.1,8.6,94,100
2023-01-11 10:00:00,0.1,5.9,7.8,92,100
2023-01-11 11:00:00,0.2,5.8,4.3,92,100
2023-01-11 12:00:00,0.3,5.8,5.4,93,100
2023-01-11 13:00:00,0.2,6.4,6.5,90,99
2023-01-11 14:00:00,0.1,6.6,8.7,88,100
2023-01-11 15:00:00,0.1,6.5,9.3,82,100
2023-01-11 16:00:00,0.0,6.0,8.8,78,90
2023-01-11 17:00:00,0.0,5.4,8.0,78,27
2023-01-11 18:00:00,0.0,4.3,7.8,81,30
2023-01-11 19:00:00,0.0,2.6,7.4,87,28
2023-01-11 20:00:00,0.0,2.4,7.6,87,33
2023-01-11 21:00:00,0.0,2.1,6.8,89,52
2023-01-11 22:00:00,0.0,1.6,6.6,90,81
2023-01-11 23:00:00,0.0,1.5,6.3,91,82
2023-01-12 00:00:00,0.0,2.0,4.8,92,83
2023-01-12 01:00:00,0.0,1.6,5.8,92,91
2023-01-12 02:00:00,0.0,1.1,7.0,93,100
2023-01-12 03:00:00,0.0,2.0,5.9,92,99
2023-01-12 04:00:00,0.0,2.3,6.1,91,98
2023-01-12 05:00:00,0.0,3.1,4.6,90,98
2023-01-12 06:00:00,0.0,3.3,5.8,90,99
2023-01-12 07:00:00,0.0,3.4,6.0,90,100
2023-01-12 08:00:00,0.0,3.3,5.8,91,100
2023-01-12 09:00:00,0.0,3.5,5.2,90,100
2023-01-12 10:00:00,0.0,4.2,5.5,87,100
2023-01-12 11:00:00,0.0,5.0,5.1,87,100
2023-01-12 12:00:00,0.0,6.0,6.2,81,100
2023-01-12 13:00:00,0.0,6.4,8.0,78,100
2023-01-12 14:00:00,0.0,6.9,10.7,76,100
2023-01-12 15:00:00,0.0,6.8,10.5,75,100
2023-01-12 16:00:00,0.0,6.6,8.4,76,100
2023-01-12 17:00:00,0.0,6.0,7.1,79,100
2023-01-12 18:00:00,0.0,5.6,6.1,81,100
2023-01-12 19:00:00,0.0,5.3,6.4,82,100
2023-01-12 20:00:00,0.0,4.9,8.4,84,100
2023-01-12 21:00:00,0.0,4.8,8.2,84,100
2023-01-12 22:00:00,0.0,4.7,8.2,85,99
2023-01-12 23:00:00,0.0,4.8,8.4,83,99
2023-01-13 00:00:00,0.0,4.7,8.9,84,99
2023-01-13 01:00:00,0.0,4.9,7.9,84,100
2023-01-13 02:00:00,0.4,4.7,7.5,86,100
2023-01-13 03:00:00,0.1,5.0,8.4,87,100
2023-01-13 04:00:00,0.1,5.2,8.8,88,100
2023-01-13 05:00:00,0.1,5.4,9.2,90,100
2023-01-13 06:00:00,0.0,5.5,9.7,90,100
2023-01-13 07:00:00,0.0,5.5,9.2,90,100
2023-01-13 08:00:00,0.1,5.5,7.6,91,100
2023-01-13 09:00:00,0.1,5.2,7.8,91,99
2023-01-13 10:00:00,0.1,5.5,8.3,91,98
2023-01-13 11:00:00,0.1,6.0,5.5,89,94
2023-01-13 12:00:00,0.1,6.8,10.7,80,76
2023-01-13 13:00:00,0.1,7.1,14.8,74,69
2023-01-13 14:00:00,0.1,7.0,14.3,74,98
2023-01-13 15:00:00,0.0,6.9,13.4,74,97
2023-01-13 16:00:00,0.0,6.8,12.2,71,69
2023-01-13 17:00:00,0.0,6.6,12.0,71,45
2023-01-13 18:00:00,0.0,5.4,9.8,76,84
2023-01-13 19:00:00,0.0,4.8,9.2,77,66
2023-01-13 20:00:00,0.0,4.5,5.4,80,94
2023-01-13 21:00:00,0.0,3.9,4.5,84,95
2023-01-13 22:00:00,0.0,3.8,2.2,85,93
2023-01-13 23:00:00,0.0,3.4,3.3,84,99
2023-01-14 00:00:00,0.0,3.5,4.8,83,89
2023-01-14 01:00:00,0.0,3.3,6.2,83,87
2023-01-14 02:00:00,0.0,3.1,6.1,84,100
2023-01-14 03:00:00,0.0,2.8,6.9,86,100
2023-01-14 04:00:00,0.0,2.5,8.0,88,100
2023-01-14 05:00:00,0.0,2.5,5.4,87,99
2023-01-14 06:00:00,0.0,2.7,6.3,88,100
2023-01-14 07:00:00,0.0,2.1,8.7,90,100
2023-01-14 08:00:00,0.0,2.1,9.4,91,99
2023-01-14 09:00:00,0.0,2.2,8.6,91,100
2023-01-14 10:00:00,0.0,3.1,8.6,88,100
2023-01-14 11:00:00,0.0,3.8,9.8,83,100
2023-01-14 12:00:00,0.0,5.9,9.1,71,100
2023-01-14 13:00:00,0.0,7.6,9.1,63,100
2023-01-14 14:00:00,0.0,8.5,11.9,60,100
2023-01-14 15:00:00,0.0,8.7,11.8,62,100
2023-01-14 16:00:00,0.0,8.3,11.6,65,100
2023-01-14 17:00:00,0.5,7.8,9.1,70,99
2023-01-14 18:00:00,0.3,7.0,9.8,77,100
2023-01-14 19:00:00,0.8,6.3,10.4,82,100
2023-01-14 20:00:00,0.0,6.3,9.6,83,99
2023-01-14 21:00:00,0.0,6.3,9.3,82,100
2023-01-14 22:00:00,0.0,6.1,10.1,83,100
2023-01-14 23:00:00,0.0,7.0,8.4,78,100
2023-01-15 00:00:00,0.1,7.3,9.1,76,100
2023-01-15 01:00:00,0.0,7.6,11.4,74,100
2023-01-15 02:00:00,0.0,7.9,13.0,68,100
2023-01-15 03:00:00,0.0,8.4,14.6,63,95
2023-01-15 04:00:00,0.0,8.8,15.6,60,97
2023-01-15 05:00:00,0.0,8.9,17.1,62,99
2023-01-15 06:00:00,0.0,8.6,16.8,67,99
2023-01-15 07:00:00,0.1,8.0,13.2,75,100
2023-01-15 08:00:00,1.1,6.0,16.4,89,100
2023-01-15 09:00:00,1.3,2.9,13.7,96,100
2023-01-15 10:00:00,0.7,2.2,9.9,95,100
2023-01-15 11:00:00,0.3,2.3,9.2,90,100
2023-01-15 12:00:00,0.2,2.8,12.7,84,93
2023-01-15 13:00:00,0.0,3.5,13.5,75,32
2023-01-15 14:00:00,0.0,3.9,15.3,66,33
2023-01-15 15:00:00,0.0,4.0,15.7,62,57
2023-01-15 16:00:00,0.0,3.9,14.8,57,68
2023-01-15 17:00:00,0.0,3.1,10.0,59,85
2023-01-15 18:00:00,0.0,1.8,7.4,67,80
2023-01-15 19:00:00,0.0,2.0,7.2,70,52
2023-01-15 20:00:00,0.0,1.4,8.6,76,39
2023-01-15 21:00:00,0.0,1.5,9.7,78,61
2023-01-15 22:00:00,0.0,1.2,10.8,80,91
2023-01-15 23:00:00,0.0,1.5,13.8,79,85
2023-01-16 00:00:00,0.0,1.8,15.0,79,83
2023-01-16 01:00:00,0.0,1.8,16.9,80,95
2023-01-16 02:00:00,0.0,1.8,18.7,79,100
2023-01-16 03:00:00,0.0,1.9,19.4,79,100
2023-01-16 04:00:00,0.0,2.2,21.1,79,100
2023-01-16 05:00:00,0.2,2.1,24.0,79,100
2023-01-16 06:00:00,0.6,1.2,25.6,84,100
2023-01-16 07:00:00,0.6,1.1,26.8,82,90
2023-01-16 08:00:00,0.2,1.1,26.2,80,77
2023-01-16 09:00:00,0.3,1.2,22.2,78,67
2023-01-16 10:00:00,0.7,2.0,20.1,78,92
2023-01-16 11:00:00,0.2,2.1,23.4,80,78
2023-01-16 12:00:00,0.1,2.6,17.9,80,86
2023-01-16 13:00:00,0.3,2.7,19.1,79,86
2023-01-16 14:00:00,0.4,2.4,19.2,80,91
2023-01-16 15:00:00,0.5,2.4,18.9,78,95
2023-01-16 16:00:00,0.4,2.3,18.6,77,77
2023-01-16 17:00:00,0.1,1.9,18.7,76,73
2023-01-16 18:00:00,0.0,1.3,15.6,80,82
2023-01-16 19:00:00,0.1,0.8,11.7,81,91
2023-01-16 20:00:00,0.4,1.1,6.6,77,98
2023-01-16 21:00:00,0.3,1.0,6.9,79,100
2023-01-16 22:00:00,0.2,1.0,8.4,80,100
2023-01-16 23:00:00,0.1,-0.3,6.6,85,100
2023-01-17 00:00:00,0.1,-1.0,6.8,87,100
2023-01-17 01:00:00,0.0,-0.7,6.6,88,100
2023-01-17 02:00:00,0.0,-1.0,6.0,90,100
2023-01-17 03:00:00,0.0,-0.6,7.6,90,89
2023-01-17 04:00:00,0.1,-0.4,7.2,91,98
2023-01-17 05:00:00,0.4,-0.1,6.6,93,98
2023-01-17 06:00:00,1.0,0.0,5.7,95,99
2023-01-17 07:00:00,1.5,-0.1,7.1,97,83
2023-01-17 08:00:00,0.4,-0.3,9.1,98,100
2023-01-17 09:00:00,0.4,-0.1,11.1,98,99
2023-01-17 10:00:00,0.2,0.6,12.2,95,99
2023-01-17 11:00:00,0.1,1.6,16.3,84,85
2023-01-17 12:00:00,0.1,2.1,20.9,80,83
2023-01-17 13:00:00,0.1,2.4,22.1,76,89
2023-01-17 14:00:00,0.0,2.4,22.3,73,87
2023-01-17 15:00:00,0.0,2.1,19.6,69,96
2023-01-17 16:00:00,0.2,1.8,13.2,69,95
2023-01-17 17:00:00,0.0,1.4,10.5,71,98
2023-01-17 18:00:00,0.0,0.9,9.2,76,94
2023-01-17 19:00:00,0.1,1.0,8.4,76,91
2023-01-17 20:00:00,0.1,0.9,5.6,76,96
2023-01-17 21:00:00,0.2,0.0,6.4,79,98
2023-01-17 22:00:00,0.2,-0.0,7.7,79,100
2023-01-17 23:00:00,0.0,-0.5,9.2,81,93
2023-01-18 00:00:00,0.0,-0.7,8.1,81,91
2023-01-18 01:00:00,0.0,-0.9,8.4,82,88
2023-01-18 02:00:00,0.0,-1.0,8.9,82,90
2023-01-18 03:00:00,0.0,-1.2,8.7,82,74
2023-01-18 04:00:00,0.1,-1.2,7.5,82,73
2023-01-18 05:00:00,0.4,-1.2,7.6,85,90
2023-01-18 06:00:00,0.5,-1.3,8.3,88,99
2023-01-18 07:00:00,0.4,-1.9,11.6,91,99
2023-01-18 08:00:00,0.3,-2.3,14.3,93,99
2023-01-18 09:00:00,0.5,-2.2,16.6,93,98
2023-01-18 10:00:00,0.7,-2.3,17.4,91,99
2023-01-18 11:00:00,0.6,-2.5,16.9,89,100
2023-01-18 12:00:00,0.3,-2.5,15.5,87,100
2023-01-18 13:00:00,0.1,-2.2,16.8,79,54
2023-01-18 14:00:00,0.0,-1.9,15.3,68,39
2023-01-18 15:00:00,0.0,-1.4,15.9,59,80
2023-01-18 16:00:00,0.0,-1.4,16.6,54,86
2023-01-18 17:00:00,0.0,-2.2,13.0,57,75
2023-01-18 18:00:00,0.0,-3.2,9.3,63,36
2023-01-18 19:00:00,0.0,-4.1,6.9,69,24
2023-01-18 20:00:00,0.0,-4.4,7.4,72,26
2023-01-18 21:00:00,0.0,-5.1,7.6,78,25
2023-01-18 22:00:00,0.0,-5.0,6.8,80,61
2023-01-18 23:00:00,0.0,-4.1,6.5,80,71
2023-01-19 00:00:00,0.0,-3.3,7.3,77,85
2023-01-19 01:00:00,0.0,-3.3,6.2,78,93
2023-01-19 02:00:00,0.0,-3.7,5.8,81,77
2023-01-19 03:00:00,0.5,-4.1,6.5,80,68
2023-01-19 04:00:00,0.2,-3.8,6.9,78,41
2023-01-19 05:00:00,0.2,-3.4,9.1,78,70
2023-01-19 06:00:00,0.1,-2.8,10.3,79,89
2023-01-19 07:00:00,0.1,-2.9,10.0,81,82
2023-01-19 08:00:00,0.1,-3.0,11.2,81,77
2023-01-19 09:00:00,0.1,-3.2,10.2,83,76
2023-01-19 10:00:00,0.1,-2.7,13.4,79,74
2023-01-19 11:00:00,0.0,-2.0,11.4,81,67
2023-01-19 12:00:00,0.0,-1.4,11.3,75,99
2023-01-19 13:00:00,0.0,-0.9,10.5,69,100
2023-01-19 14:00:00,0.0,-0.4,8.9,65,100
2023-01-19 15:00:00,0.0,-0.4,8.6,63,100
2023-01-19 16:00:00,0.0,-0.6,5.6,63,100
2023-01-19 17:00:00,0.0,-1.2,1.6,73,100
2023-01-19 18:00:00,0.0,-1.4,3.5,67,100
2023-01-19 19:00:00,0.0,-2.9,5.8,79,100
2023-01-19 20:00:00,0.0,-3.3,5.2,81,97
2023-01-19 21:00:00,0.0,-3.7,5.4,81,78
2023-01-19 22:00:00,0.0,-3.4,5.3,80,55
2023-01-19 23:00:00,0.0,-3.4,5.9,81,16
2023-01-20 00:00:00,0.0,-4.4,6.8,86,19
2023-01-20 01:00:00,0.0,-4.2,7.7,86,25
2023-01-20 02:00:00,0.0,-4.1,9.7,85,41
2023-01-20 03:00:00,0.0,-3.6,10.6,84,53
2023-01-20 04:00:00,0.0,-3.7,11.1,86,59
2023-01-20 05:00:00,0.1,-3.7,9.3,91,79
2023-01-20 06:00:00,0.2,-3.7,11.8,94,93
2023-01-20 07:00:00,0.2,-3.3,14.7,91,99
2023-01-20 08:00:00,0.2,-3.2,16.6,89,96
2023-01-20 09:00:00,0.1,-3.1,17.1,89,96
2023-01-20 10:00:00,0.1,-2.9,17.1,89,92
2023-01-20 11:00:00,0.2,-3.0,17.7,87,59
2023-01-20 12:00:00,0.1,-3.0,18.3,87,46
2023-01-20 13:00:00,0.0,-2.7,17.2,81,48
2023-01-20 14:00:00,0.0,-2.3,17.7,77,50
2023-01-20 15:00:00,0.0,-2.2,17.9,73,77
2023-01-20 16:00:00,0.0,-2.4,16.2,73,85
2023-01-20 17:00:00,0.0,-2.8,12.6,75,76
2023-01-20 18:00:00,0.0,-3.4,11.3,79,57
2023-01-20 19:00:00,0.0,-3.6,11.3,80,52
2023-01-20 20:00:00,0.0,-3.3,11.1,82,68
