row_id,point_id,lat,lon,distance_km,altitude_m,vegetation,in_tunnel,ant_id,operateur,generation,bande_mhz,commune,ant_lat,ant_lon,ant_alt_abs_m,dist_ant_km,los_category,perte_db,snr_db,snr_adjusted_db,debit_adjusted,rtt_ms,ber,delta_ber,delta_vitesse,delta_snr_db,packet_loss_pct,path_loss_model,flag_debit_nul,zone_blanche,gen_num,veg_num
4901,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,584564,ORANGE,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.661,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4902,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,361287,FREE MOBILE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.661,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4903,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,173378,BOUYGUES TELECOM,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.661,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4904,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,781989,SFR,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.661,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4905,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,781990,SFR,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.661,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4906,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,541262,ORANGE,2G,900,Le Garret,45.696389,3.585,531.4,2.9829,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4907,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,541265,ORANGE,4G,800,Le Garret,45.696389,3.585,526.4,2.9829,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4908,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,541261,ORANGE,5G,2100,Le Garret,45.696389,3.585,516.4,2.9829,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4909,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,760707,SFR,2G,900,,45.698333,3.586667,499.9,3.0566,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4910,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,143213,BOUYGUES TELECOM,2G,900,,45.698333,3.586667,499.9,3.0566,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4911,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,143215,BOUYGUES TELECOM,3G,900,,45.698333,3.586667,497.9,3.0566,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4912,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,760710,SFR,3G,900,,45.698333,3.586667,497.9,3.0566,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4913,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,3.2065,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4914,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,373400,FREE MOBILE,5G,700,LA CHENALE,45.722778,3.607222,579.3,5.0476,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4915,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,291714,FREE MOBILE,5G,700,Le thiaudat,45.680278,3.613611,528.7,5.7239,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4916,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,5.9264,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4917,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,5.9264,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4918,421,45.703875,3.548116,8.4207,388.0,foret_dense,True,297674,FREE MOBILE,5G,700,ROUSSY,45.640278,3.557778,750.2,7.1114,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4919,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,361288,FREE MOBILE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4920,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,584565,ORANGE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4921,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,781991,SFR,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4922,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,173379,BOUYGUES TELECOM,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4923,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,173378,BOUYGUES TELECOM,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4924,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,173377,BOUYGUES TELECOM,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4925,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,781990,SFR,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4926,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,584564,ORANGE,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4927,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,361287,FREE MOBILE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4928,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,584563,ORANGE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4929,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,781989,SFR,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4930,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,541262,ORANGE,2G,900,Le Garret,45.696389,3.585,531.4,2.9634,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4931,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,541264,ORANGE,4G,700,Le Garret,45.696389,3.585,526.4,2.9634,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4932,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,541261,ORANGE,5G,2100,Le Garret,45.696389,3.585,516.4,2.9634,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4933,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,143213,BOUYGUES TELECOM,2G,900,,45.698333,3.586667,499.9,3.0374,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4934,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,760707,SFR,2G,900,,45.698333,3.586667,499.9,3.0374,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4935,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,760710,SFR,3G,900,,45.698333,3.586667,497.9,3.0374,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4936,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,143215,BOUYGUES TELECOM,3G,900,,45.698333,3.586667,497.9,3.0374,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4937,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,3.1954,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4938,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,373400,FREE MOBILE,5G,700,LA CHENALE,45.722778,3.607222,579.3,5.0357,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4939,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,291714,FREE MOBILE,5G,700,Le thiaudat,45.680278,3.613611,528.7,5.7039,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4940,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,5.9336,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4941,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,5.9336,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4942,422,45.703788,3.548342,8.4407,389.0,foret_dense,True,297674,FREE MOBILE,5G,700,ROUSSY,45.640278,3.557778,750.2,7.1,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4943,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,361288,FREE MOBILE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4944,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,781991,SFR,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4945,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,173379,BOUYGUES TELECOM,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4946,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,584565,ORANGE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4947,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,584563,ORANGE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4948,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,173378,BOUYGUES TELECOM,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4949,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,173377,BOUYGUES TELECOM,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4950,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,361287,FREE MOBILE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4951,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,584564,ORANGE,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4952,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,781990,SFR,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4953,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,781989,SFR,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6608,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4954,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,541262,ORANGE,2G,900,Le Garret,45.696389,3.585,531.4,2.9439,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4955,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,541264,ORANGE,4G,700,Le Garret,45.696389,3.585,526.4,2.9439,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4956,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,541261,ORANGE,5G,2100,Le Garret,45.696389,3.585,516.4,2.9439,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4957,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,143213,BOUYGUES TELECOM,2G,900,,45.698333,3.586667,499.9,3.0184,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4958,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,760707,SFR,2G,900,,45.698333,3.586667,499.9,3.0184,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4959,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,760710,SFR,3G,900,,45.698333,3.586667,497.9,3.0184,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4960,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,143215,BOUYGUES TELECOM,3G,900,,45.698333,3.586667,497.9,3.0184,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4961,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,3.1846,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4962,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,373400,FREE MOBILE,5G,700,LA CHENALE,45.722778,3.607222,579.3,5.0239,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4963,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,291714,FREE MOBILE,5G,700,Le thiaudat,45.680278,3.613611,528.7,5.6839,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4964,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,5.9409,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4965,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,5.9409,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4966,423,45.703701,3.548567,8.4607,390.0,foret_dense,True,297674,FREE MOBILE,5G,700,ROUSSY,45.640278,3.557778,750.2,7.0886,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4967,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,361288,FREE MOBILE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.665,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4968,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,584565,ORANGE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.665,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4969,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,173379,BOUYGUES TELECOM,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.665,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4970,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,781991,SFR,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.665,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4971,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,781990,SFR,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4972,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,173377,BOUYGUES TELECOM,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4973,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,584564,ORANGE,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4974,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,584563,ORANGE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4975,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,361287,FREE MOBILE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4976,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,781989,SFR,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4977,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,173378,BOUYGUES TELECOM,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.665,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4978,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,541262,ORANGE,2G,900,Le Garret,45.696389,3.585,531.4,2.924,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4979,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,541264,ORANGE,4G,700,Le Garret,45.696389,3.585,526.4,2.924,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4980,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,541261,ORANGE,5G,2100,Le Garret,45.696389,3.585,516.4,2.924,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4981,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,760707,SFR,2G,900,,45.698333,3.586667,499.9,2.9986,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4982,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,143213,BOUYGUES TELECOM,2G,900,,45.698333,3.586667,499.9,2.9986,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
4983,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,143215,BOUYGUES TELECOM,3G,900,,45.698333,3.586667,497.9,2.9986,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4984,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,760710,SFR,3G,900,,45.698333,3.586667,497.9,2.9986,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4985,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,3.1706,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4986,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,373400,FREE MOBILE,5G,700,LA CHENALE,45.722778,3.607222,579.3,5.0091,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4987,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,291714,FREE MOBILE,5G,700,Le thiaudat,45.680278,3.613611,528.7,5.6644,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4988,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,5.9442,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4989,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,5.9442,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4990,424,45.703649,3.548812,8.4807,389.1,foret_dense,True,297674,FREE MOBILE,5G,700,ROUSSY,45.640278,3.557778,750.2,7.0809,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
4991,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,173379,BOUYGUES TELECOM,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4992,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,781991,SFR,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4993,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,584565,ORANGE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4994,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,361288,FREE MOBILE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
4995,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,781989,SFR,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4996,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,173377,BOUYGUES TELECOM,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4997,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,361287,FREE MOBILE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4998,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,173378,BOUYGUES TELECOM,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
4999,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,584563,ORANGE,4G,700,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
5000,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,584564,ORANGE,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
5001,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,781990,SFR,4G,800,CHEZ POULON,45.682778,3.531944,615.0,2.6711,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
5002,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,541262,ORANGE,2G,900,Le Garret,45.696389,3.585,531.4,2.9041,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
5003,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,541265,ORANGE,4G,800,Le Garret,45.696389,3.585,526.4,2.9041,0,,,-99.0,0.0,,1.0,0.0,0.5,0.0,,TUNNEL,0,,3,3
5004,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,541261,ORANGE,5G,2100,Le Garret,45.696389,3.585,516.4,2.9041,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5005,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,143213,BOUYGUES TELECOM,2G,900,,45.698333,3.586667,499.9,2.9787,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
5006,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,760707,SFR,2G,900,,45.698333,3.586667,499.9,2.9787,0,,,-99.0,0.0,,1.0,0.0,3.0,0.0,,TUNNEL,0,,1,3
5007,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,143215,BOUYGUES TELECOM,3G,900,,45.698333,3.586667,497.9,2.9787,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
5008,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,760710,SFR,3G,900,,45.698333,3.586667,497.9,2.9787,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
5009,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,3.1554,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5010,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,373400,FREE MOBILE,5G,700,LA CHENALE,45.722778,3.607222,579.3,4.9932,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5011,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,291714,FREE MOBILE,5G,700,Le thiaudat,45.680278,3.613611,528.7,5.6452,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5012,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,5.9458,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5013,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,5.9458,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5014,425,45.703612,3.549063,8.5007,387.4,foret_dense,True,297674,FREE MOBILE,5G,700,ROUSSY,45.640278,3.557778,750.2,7.0749,0,,,-99.0,0.0,,1.0,0.0,0.6,0.0,,TUNNEL,0,,4,3
5015,426,45.703574,3.549315,8.5207,385.8,foret_dense,True,173379,BOUYGUES TELECOM,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6772,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
5016,426,45.703574,3.549315,8.5207,385.8,foret_dense,True,584565,ORANGE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6772,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
5017,426,45.703574,3.549315,8.5207,385.8,foret_dense,True,361288,FREE MOBILE,3G,900,CHEZ POULON,45.682778,3.531944,618.0,2.6772,0,,,-99.0,0.0,,1.0,0.0,2.0,0.0,,TUNNEL,0,,2,3
