row_id,point_id,lat,lon,distance_km,altitude_m,vegetation,in_tunnel,ant_id,operateur,generation,bande_mhz,commune,ant_lat,ant_lon,ant_alt_abs_m,dist_ant_km,los_category,perte_db,snr_db,snr_adjusted_db,debit_adjusted,rtt_ms,ber,delta_ber,delta_vitesse,delta_snr_db,packet_loss_pct,path_loss_model,flag_debit_nul,zone_blanche,gen_num,veg_num
0,0,45.765121,3.540238,0.0,314.0,urbain,False,43709,BOUYGUES TELECOM,2G,900,,45.756667,3.558611,444.2,1.7074,1,100.16,22.0,20.39,0.2238,679.9,1e-06,0.0,0.9,-0.712,0.039992,P1812,0,0,1,1
1,0,45.765121,3.540238,0.0,314.0,urbain,False,452720,ORANGE,2G,900,,45.756667,3.558611,444.2,1.7074,1,100.16,22.0,20.84,0.2238,679.9,1e-06,0.0,0.9,-0.265,0.039992,P1812,0,0,1,1
2,0,45.765121,3.540238,0.0,314.0,urbain,False,661617,SFR,2G,900,,45.756667,3.558611,444.2,1.7074,1,100.16,22.0,22.0,0.2238,679.9,1e-06,0.0,0.9,0.927,0.039992,P1812,0,0,1,1
3,0,45.765121,3.540238,0.0,314.0,urbain,False,661623,SFR,3G,900,,45.756667,3.558611,442.2,1.7074,1,100.16,28.0,27.57,1.2723,123.7,1e-06,0.0,0.6,0.175,0.039992,P1812,0,0,2,1
4,0,45.765121,3.540238,0.0,314.0,urbain,False,452724,ORANGE,3G,900,,45.756667,3.558611,442.2,1.7074,1,100.16,28.0,28.0,1.2723,123.7,1e-06,0.0,0.6,0.828,0.039992,P1812,0,0,2,1
5,0,45.765121,3.540238,0.0,314.0,urbain,False,43715,BOUYGUES TELECOM,3G,900,,45.756667,3.558611,442.2,1.7074,1,100.16,28.0,27.92,1.2723,123.7,1e-06,0.0,0.6,0.519,0.039992,P1812,0,0,2,1
6,0,45.765121,3.540238,0.0,314.0,urbain,False,245598,FREE MOBILE,4G,2100,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,31.09,18.78,47.1,1e-06,0.0,0.15,-0.764,0.039992,P1812,0,0,3,1
7,0,45.765121,3.540238,0.0,314.0,urbain,False,43714,BOUYGUES TELECOM,4G,800,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,32.0,37.8821,35.0,1e-06,0.0,0.15,0.65,0.039992,P1812,0,0,3,1
8,0,45.765121,3.540238,0.0,314.0,urbain,False,661622,SFR,4G,800,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,31.47,37.8821,35.0,1e-06,0.0,0.15,-0.38,0.039992,P1812,0,0,3,1
9,0,45.765121,3.540238,0.0,314.0,urbain,False,43711,BOUYGUES TELECOM,4G,2100,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,31.46,18.78,47.1,1e-06,0.0,0.15,-0.387,0.039992,P1812,0,0,3,1
10,0,45.765121,3.540238,0.0,314.0,urbain,False,452723,ORANGE,4G,800,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,31.97,37.8821,35.0,1e-06,0.0,0.15,0.117,0.039992,P1812,0,0,3,1
11,0,45.765121,3.540238,0.0,314.0,urbain,False,661620,SFR,4G,2600,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,30.02,29.0842,51.3,1e-06,0.0,0.15,-1.831,0.039992,P1812,0,0,3,1
12,0,45.765121,3.540238,0.0,314.0,urbain,False,43713,BOUYGUES TELECOM,4G,700,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,32.0,11.8113,35.7,1e-06,0.0,0.15,1.431,0.039992,P1812,0,0,3,1
13,0,45.765121,3.540238,0.0,314.0,urbain,False,245597,FREE MOBILE,4G,1800,,45.756667,3.558611,439.2,1.7074,1,100.16,32.0,31.05,26.7069,42.2,1e-06,0.0,0.15,-0.805,0.039992,P1812,0,0,3,1
14,0,45.765121,3.540238,0.0,314.0,urbain,False,661615,SFR,5G,2100,,45.756667,3.558611,429.2,1.7074,1,100.16,35.0,35.0,100.4852,21.8,1e-06,0.0,0.18,1.5,0.039992,P1812,0,0,4,1
15,0,45.765121,3.540238,0.0,314.0,urbain,False,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,1.7074,1,100.16,35.0,35.0,66.853,18.4,1e-06,0.0,0.18,0.204,0.039992,P1812,0,0,4,1
16,0,45.765121,3.540238,0.0,314.0,urbain,False,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,1.7074,1,100.16,35.0,35.0,66.853,18.4,1e-06,0.0,0.18,2.298,0.039992,P1812,0,0,4,1
17,0,45.765121,3.540238,0.0,314.0,urbain,False,43707,BOUYGUES TELECOM,5G,2100,,45.756667,3.558611,429.2,1.7074,1,100.16,35.0,33.83,100.4852,21.8,1e-06,0.0,0.18,-0.99,0.039992,P1812,0,0,4,1
18,0,45.765121,3.540238,0.0,314.0,urbain,False,727600,SFR,3G,900,Le Montel,45.736111,3.558611,470.3,3.5267,1,93.86,28.0,27.12,1.2428,127.6,1e-06,0.0,0.6,-0.281,0.039992,P1812,0,0,2,1
19,0,45.765121,3.540238,0.0,314.0,urbain,False,105877,BOUYGUES TELECOM,3G,900,Le Montel,45.736111,3.558611,470.3,3.5267,1,93.86,28.0,27.7,1.2428,127.6,1e-06,0.0,0.6,0.304,0.039992,P1812,0,0,2,1
20,0,45.765121,3.540238,0.0,314.0,urbain,False,104847,BOUYGUES TELECOM,3G,900,Le Busset,45.815556,3.549167,443.1,5.6506,1,89.77,28.0,25.41,1.2084,132.2,1e-06,0.0,0.6,-1.987,0.039992,P1812,0,0,2,1
21,0,45.765121,3.540238,0.0,314.0,urbain,False,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,6.347,1,82.03,35.0,35.0,31.1281,27.7,1e-06,0.0,0.18,1.242,0.039992,P1812,0,0,4,1
22,0,45.765121,3.540238,0.0,314.0,urbain,False,291738,FREE MOBILE,5G,700,La Vieille,45.8,3.6175,667.6,7.1371,1,79.91,35.0,35.0,25.0446,29.3,1e-06,0.0,0.18,2.312,0.039992,P1812,0,0,4,1
23,0,45.765121,3.540238,0.0,314.0,urbain,False,240628,FREE MOBILE,5G,700,Les Belins - Les Fayes,45.848333,3.551389,462.7,9.2931,1,75.02,35.0,35.0,8.4434,33.6,1e-06,0.0,0.18,1.69,0.039992,P1812,0,0,4,1
24,1,45.764947,3.540304,0.02,314.1,urbain,False,661617,SFR,2G,900,,45.756667,3.558611,444.2,1.6925,1,100.24,22.0,21.64,0.2239,679.6,1e-06,0.0,0.9,0.543,0.039992,P1812,0,0,1,1
25,1,45.764947,3.540304,0.02,314.1,urbain,False,452720,ORANGE,2G,900,,45.756667,3.558611,444.2,1.6925,1,100.24,22.0,21.0,0.2239,679.6,1e-06,0.0,0.9,-0.105,0.039992,P1812,0,0,1,1
26,1,45.764947,3.540304,0.02,314.1,urbain,False,43709,BOUYGUES TELECOM,2G,900,,45.756667,3.558611,444.2,1.6925,1,100.24,22.0,22.0,0.2239,679.6,1e-06,0.0,0.9,0.923,0.039992,P1812,0,0,1,1
27,1,45.764947,3.540304,0.02,314.1,urbain,False,452724,ORANGE,3G,900,,45.756667,3.558611,442.2,1.6925,1,100.24,28.0,28.0,1.2726,123.7,1e-06,0.0,0.6,0.967,0.039992,P1812,0,0,2,1
28,1,45.764947,3.540304,0.02,314.1,urbain,False,661623,SFR,3G,900,,45.756667,3.558611,442.2,1.6925,1,100.24,28.0,27.75,1.2726,123.7,1e-06,0.0,0.6,0.353,0.039992,P1812,0,0,2,1
29,1,45.764947,3.540304,0.02,314.1,urbain,False,43715,BOUYGUES TELECOM,3G,900,,45.756667,3.558611,442.2,1.6925,1,100.24,28.0,27.4,1.2726,123.7,1e-06,0.0,0.6,0.005,0.039992,P1812,0,0,2,1
30,1,45.764947,3.540304,0.02,314.1,urbain,False,245597,FREE MOBILE,4G,1800,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,31.42,26.7791,42.1,1e-06,0.0,0.15,-0.434,0.039992,P1812,0,0,3,1
31,1,45.764947,3.540304,0.02,314.1,urbain,False,43710,BOUYGUES TELECOM,4G,1800,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,30.37,26.7791,42.1,1e-06,0.0,0.15,-1.476,0.039992,P1812,0,0,3,1
32,1,45.764947,3.540304,0.02,314.1,urbain,False,245598,FREE MOBILE,4G,2100,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,32.0,18.8603,46.9,1e-06,0.0,0.15,1.471,0.039992,P1812,0,0,3,1
33,1,45.764947,3.540304,0.02,314.1,urbain,False,661621,SFR,4G,700,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,29.24,11.8234,35.6,1e-06,0.0,0.15,-2.606,0.039992,P1812,0,0,3,1
34,1,45.764947,3.540304,0.02,314.1,urbain,False,43712,BOUYGUES TELECOM,4G,2600,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,31.41,29.2664,51.2,1e-06,0.0,0.15,-0.444,0.039992,P1812,0,0,3,1
35,1,45.764947,3.540304,0.02,314.1,urbain,False,661618,SFR,4G,1800,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,32.0,26.7791,42.1,1e-06,0.0,0.15,0.197,0.039992,P1812,0,0,3,1
36,1,45.764947,3.540304,0.02,314.1,urbain,False,452721,ORANGE,4G,1800,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,32.0,26.7791,42.1,1e-06,0.0,0.15,1.032,0.039992,P1812,0,0,3,1
37,1,45.764947,3.540304,0.02,314.1,urbain,False,452723,ORANGE,4G,800,,45.756667,3.558611,439.2,1.6925,1,100.24,32.0,32.0,37.918,35.0,1e-06,0.0,0.15,2.114,0.039992,P1812,0,0,3,1
38,1,45.764947,3.540304,0.02,314.1,urbain,False,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,1.6925,1,100.24,35.0,35.0,66.9675,18.4,1e-06,0.0,0.18,1.49,0.039992,P1812,0,0,4,1
39,1,45.764947,3.540304,0.02,314.1,urbain,False,43707,BOUYGUES TELECOM,5G,2100,,45.756667,3.558611,429.2,1.6925,1,100.24,35.0,34.38,100.9165,21.8,1e-06,0.0,0.18,-0.437,0.039992,P1812,0,0,4,1
40,1,45.764947,3.540304,0.02,314.1,urbain,False,661615,SFR,5G,2100,,45.756667,3.558611,429.2,1.6925,1,100.24,35.0,35.0,100.9165,21.8,1e-06,0.0,0.18,1.092,0.039992,P1812,0,0,4,1
41,1,45.764947,3.540304,0.02,314.1,urbain,False,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,1.6925,1,100.24,35.0,32.93,66.9675,18.4,1e-06,0.0,0.18,-1.892,0.039992,P1812,0,0,4,1
42,1,45.764947,3.540304,0.02,314.1,urbain,False,105877,BOUYGUES TELECOM,3G,900,Le Montel,45.736111,3.558611,470.3,3.507,1,93.91,28.0,28.0,1.2431,127.6,1e-06,0.0,0.6,1.287,0.039992,P1812,0,0,2,1
43,1,45.764947,3.540304,0.02,314.1,urbain,False,727600,SFR,3G,900,Le Montel,45.736111,3.558611,470.3,3.507,1,93.91,28.0,27.26,1.2431,127.6,1e-06,0.0,0.6,-0.141,0.039992,P1812,0,0,2,1
44,1,45.764947,3.540304,0.02,314.1,urbain,False,726608,SFR,3G,900,Le Busset,45.815556,3.549167,443.1,5.6692,1,89.74,28.0,26.79,1.2081,132.3,1e-06,0.0,0.6,-0.606,0.039992,P1812,0,0,2,1
45,1,45.764947,3.540304,0.02,314.1,urbain,False,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,6.328,1,82.09,35.0,33.86,31.2745,27.7,1e-06,0.0,0.18,-0.959,0.039992,P1812,0,0,4,1
46,1,45.764947,3.540304,0.02,314.1,urbain,False,291738,FREE MOBILE,5G,700,La Vieille,45.8,3.6175,667.6,7.1433,1,79.9,35.0,34.73,24.9965,29.3,1e-06,0.0,0.18,-0.092,0.039992,P1812,0,0,4,1
47,1,45.764947,3.540304,0.02,314.1,urbain,False,441774,ORANGE,5G,700,Les Belins - Les Fayes,45.848333,3.551389,462.7,9.3119,1,74.98,35.0,34.23,8.2987,33.6,1e-06,0.0,0.18,-0.589,0.039992,P1812,0,0,4,1
48,2,45.764773,3.540371,0.04,314.3,urbain,False,661617,SFR,2G,900,,45.756667,3.558611,444.2,1.6777,1,100.31,22.0,22.0,0.2241,679.4,1e-06,0.0,0.9,1.649,0.039992,P1812,0,0,1,1
49,2,45.764773,3.540371,0.04,314.3,urbain,False,452720,ORANGE,2G,900,,45.756667,3.558611,444.2,1.6777,1,100.31,22.0,20.58,0.2241,679.4,1e-06,0.0,0.9,-0.517,0.039992,P1812,0,0,1,1
50,2,45.764773,3.540371,0.04,314.3,urbain,False,43709,BOUYGUES TELECOM,2G,900,,45.756667,3.558611,444.2,1.6777,1,100.31,22.0,21.12,0.2241,679.4,1e-06,0.0,0.9,0.023,0.039992,P1812,0,0,1,1
51,2,45.764773,3.540371,0.04,314.3,urbain,False,43715,BOUYGUES TELECOM,3G,900,,45.756667,3.558611,442.2,1.6777,1,100.31,28.0,27.42,1.2728,123.6,1e-06,0.0,0.6,0.025,0.039992,P1812,0,0,2,1
52,2,45.764773,3.540371,0.04,314.3,urbain,False,661623,SFR,3G,900,,45.756667,3.558611,442.2,1.6777,1,100.31,28.0,27.42,1.2728,123.6,1e-06,0.0,0.6,0.025,0.039992,P1812,0,0,2,1
53,2,45.764773,3.540371,0.04,314.3,urbain,False,452724,ORANGE,3G,900,,45.756667,3.558611,442.2,1.6777,1,100.31,28.0,27.45,1.2728,123.6,1e-06,0.0,0.6,0.05,0.039992,P1812,0,0,2,1
54,2,45.764773,3.540371,0.04,314.3,urbain,False,43713,BOUYGUES TELECOM,4G,700,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,31.27,11.8355,35.6,1e-06,0.0,0.15,-0.578,0.039992,P1812,0,0,3,1
55,2,45.764773,3.540371,0.04,314.3,urbain,False,452721,ORANGE,4G,1800,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,31.15,26.8511,42.0,1e-06,0.0,0.15,-0.7,0.039992,P1812,0,0,3,1
56,2,45.764773,3.540371,0.04,314.3,urbain,False,245598,FREE MOBILE,4G,2100,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,30.82,18.9404,46.8,1e-06,0.0,0.15,-1.035,0.039992,P1812,0,0,3,1
57,2,45.764773,3.540371,0.04,314.3,urbain,False,661619,SFR,4G,2100,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,30.06,18.9404,46.8,1e-06,0.0,0.15,-1.786,0.039992,P1812,0,0,3,1
58,2,45.764773,3.540371,0.04,314.3,urbain,False,43714,BOUYGUES TELECOM,4G,800,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,32.0,37.9538,34.9,1e-06,0.0,0.15,0.26,0.039992,P1812,0,0,3,1
59,2,45.764773,3.540371,0.04,314.3,urbain,False,245597,FREE MOBILE,4G,1800,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,32.0,26.8511,42.0,1e-06,0.0,0.15,1.181,0.039992,P1812,0,0,3,1
60,2,45.764773,3.540371,0.04,314.3,urbain,False,661620,SFR,4G,2600,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,31.2,29.4481,51.0,1e-06,0.0,0.15,-0.652,0.039992,P1812,0,0,3,1
61,2,45.764773,3.540371,0.04,314.3,urbain,False,43712,BOUYGUES TELECOM,4G,2600,,45.756667,3.558611,439.2,1.6777,1,100.31,32.0,31.18,29.4481,51.0,1e-06,0.0,0.15,-0.67,0.039992,P1812,0,0,3,1
62,2,45.764773,3.540371,0.04,314.3,urbain,False,661615,SFR,5G,2100,,45.756667,3.558611,429.2,1.6777,1,100.32,35.0,34.34,101.3466,21.7,1e-06,0.0,0.18,-0.475,0.039992,P1812,0,0,4,1
63,2,45.764773,3.540371,0.04,314.3,urbain,False,43707,BOUYGUES TELECOM,5G,2100,,45.756667,3.558611,429.2,1.6777,1,100.32,35.0,34.13,101.3466,21.7,1e-06,0.0,0.18,-0.691,0.039992,P1812,0,0,4,1
64,2,45.764773,3.540371,0.04,314.3,urbain,False,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,1.6777,1,100.32,35.0,32.67,67.0817,18.4,1e-06,0.0,0.18,-2.154,0.039992,P1812,0,0,4,1
65,2,45.764773,3.540371,0.04,314.3,urbain,False,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,1.6777,1,100.32,35.0,35.0,67.0817,18.4,1e-06,0.0,0.18,2.048,0.039992,P1812,0,0,4,1
66,2,45.764773,3.540371,0.04,314.3,urbain,False,727600,SFR,3G,900,Le Montel,45.736111,3.558611,470.3,3.4872,1,93.96,28.0,27.79,1.2435,127.5,1e-06,0.0,0.6,0.395,0.039992,P1812,0,0,2,1
67,2,45.764773,3.540371,0.04,314.3,urbain,False,105877,BOUYGUES TELECOM,3G,900,Le Montel,45.736111,3.558611,470.3,3.4872,1,93.96,28.0,26.76,1.2435,127.5,1e-06,0.0,0.6,-0.641,0.039992,P1812,0,0,2,1
68,2,45.764773,3.540371,0.04,314.3,urbain,False,104847,BOUYGUES TELECOM,3G,900,Le Busset,45.815556,3.549167,443.1,5.6878,1,89.71,28.0,27.67,1.2078,132.3,1e-06,0.0,0.6,0.267,0.039992,P1812,0,0,2,1
69,2,45.764773,3.540371,0.04,314.3,urbain,False,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,6.3089,1,82.14,35.0,34.16,31.4212,27.6,1e-06,0.0,0.18,-0.658,0.039992,P1812,0,0,4,1
70,2,45.764773,3.540371,0.04,314.3,urbain,False,291738,FREE MOBILE,5G,700,La Vieille,45.8,3.6175,667.6,7.1495,1,79.88,35.0,34.5,24.9485,29.3,1e-06,0.0,0.18,-0.317,0.039992,P1812,0,0,4,1
71,2,45.764773,3.540371,0.04,314.3,urbain,False,240628,FREE MOBILE,5G,700,Les Belins - Les Fayes,45.848333,3.551389,462.7,9.3307,1,74.94,35.0,35.0,8.154,33.7,1e-06,0.0,0.18,0.546,0.039992,P1812,0,0,4,1
72,3,45.7646,3.540437,0.06,314.4,urbain,False,661617,SFR,2G,900,,45.756667,3.558611,444.2,1.6631,1,100.39,22.0,21.79,0.2242,679.1,1e-06,0.0,0.9,0.686,0.039992,P1812,0,0,1,1
73,3,45.7646,3.540437,0.06,314.4,urbain,False,43709,BOUYGUES TELECOM,2G,900,,45.756667,3.558611,444.2,1.6631,1,100.39,22.0,22.0,0.2242,679.1,1e-06,0.0,0.9,1.094,0.039992,P1812,0,0,1,1
74,3,45.7646,3.540437,0.06,314.4,urbain,False,452720,ORANGE,2G,900,,45.756667,3.558611,444.2,1.6631,1,100.39,22.0,22.0,0.2242,679.1,1e-06,0.0,0.9,1.227,0.039992,P1812,0,0,1,1
75,3,45.7646,3.540437,0.06,314.4,urbain,False,452724,ORANGE,3G,900,,45.756667,3.558611,442.2,1.6631,1,100.39,28.0,27.18,1.273,123.6,1e-06,0.0,0.6,-0.224,0.039992,P1812,0,0,2,1
76,3,45.7646,3.540437,0.06,314.4,urbain,False,43715,BOUYGUES TELECOM,3G,900,,45.756667,3.558611,442.2,1.6631,1,100.39,28.0,26.95,1.273,123.6,1e-06,0.0,0.6,-0.45,0.039992,P1812,0,0,2,1
77,3,45.7646,3.540437,0.06,314.4,urbain,False,661623,SFR,3G,900,,45.756667,3.558611,442.2,1.6631,1,100.39,28.0,27.49,1.273,123.6,1e-06,0.0,0.6,0.09,0.039992,P1812,0,0,2,1
78,3,45.7646,3.540437,0.06,314.4,urbain,False,661622,SFR,4G,800,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,32.0,37.989,34.9,1e-06,0.0,0.15,0.154,0.039992,P1812,0,0,3,1
79,3,45.7646,3.540437,0.06,314.4,urbain,False,245597,FREE MOBILE,4G,1800,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,30.97,26.922,41.9,1e-06,0.0,0.15,-0.881,0.039992,P1812,0,0,3,1
80,3,45.7646,3.540437,0.06,314.4,urbain,False,661621,SFR,4G,700,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,31.11,11.8473,35.5,1e-06,0.0,0.15,-0.745,0.039992,P1812,0,0,3,1
81,3,45.7646,3.540437,0.06,314.4,urbain,False,43713,BOUYGUES TELECOM,4G,700,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,32.0,11.8473,35.5,1e-06,0.0,0.15,0.976,0.039992,P1812,0,0,3,1
82,3,45.7646,3.540437,0.06,314.4,urbain,False,661618,SFR,4G,1800,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,32.0,26.922,41.9,1e-06,0.0,0.15,1.97,0.039992,P1812,0,0,3,1
83,3,45.7646,3.540437,0.06,314.4,urbain,False,661620,SFR,4G,2600,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,31.58,29.6269,50.8,1e-06,0.0,0.15,-0.272,0.039992,P1812,0,0,3,1
84,3,45.7646,3.540437,0.06,314.4,urbain,False,43711,BOUYGUES TELECOM,4G,2100,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,31.07,19.0192,46.6,1e-06,0.0,0.15,-0.778,0.039992,P1812,0,0,3,1
85,3,45.7646,3.540437,0.06,314.4,urbain,False,43712,BOUYGUES TELECOM,4G,2600,,45.756667,3.558611,439.2,1.6631,1,100.39,32.0,31.51,29.6269,50.8,1e-06,0.0,0.15,-0.34,0.039992,P1812,0,0,3,1
86,3,45.7646,3.540437,0.06,314.4,urbain,False,43707,BOUYGUES TELECOM,5G,2100,,45.756667,3.558611,429.2,1.6631,1,100.39,35.0,33.33,101.7699,21.7,1e-06,0.0,0.18,-1.493,0.039992,P1812,0,0,4,1
87,3,45.7646,3.540437,0.06,314.4,urbain,False,661615,SFR,5G,2100,,45.756667,3.558611,429.2,1.6631,1,100.39,35.0,34.41,101.7699,21.7,1e-06,0.0,0.18,-0.409,0.039992,P1812,0,0,4,1
88,3,45.7646,3.540437,0.06,314.4,urbain,False,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,1.6631,1,100.39,35.0,35.0,67.1941,18.3,1e-06,0.0,0.18,0.634,0.039992,P1812,0,0,4,1
89,3,45.7646,3.540437,0.06,314.4,urbain,False,452719,ORANGE,5G,700,,45.756667,3.558611,429.2,1.6631,1,100.39,35.0,34.7,67.1941,18.3,1e-06,0.0,0.18,-0.122,0.039992,P1812,0,0,4,1
90,3,45.7646,3.540437,0.06,314.4,urbain,False,727600,SFR,3G,900,Le Montel,45.736111,3.558611,470.3,3.4675,1,94.01,28.0,28.0,1.2438,127.5,1e-06,0.0,0.6,1.111,0.039992,P1812,0,0,2,1
91,3,45.7646,3.540437,0.06,314.4,urbain,False,105877,BOUYGUES TELECOM,3G,900,Le Montel,45.736111,3.558611,470.3,3.4675,1,94.01,28.0,27.54,1.2438,127.5,1e-06,0.0,0.6,0.136,0.039992,P1812,0,0,2,1
92,3,45.7646,3.540437,0.06,314.4,urbain,False,104847,BOUYGUES TELECOM,3G,900,Le Busset,45.815556,3.549167,443.1,5.7063,1,89.68,28.0,27.83,1.2075,132.3,1e-06,0.0,0.6,0.433,0.039992,P1812,0,0,2,1
93,3,45.7646,3.540437,0.06,314.4,urbain,False,264336,FREE MOBILE,5G,700,PIBOULET,45.717222,3.584722,602.7,6.29,1,82.19,35.0,34.6,31.5668,27.6,1e-06,0.0,0.18,-0.223,0.039992,P1812,0,0,4,1
94,3,45.7646,3.540437,0.06,314.4,urbain,False,291738,FREE MOBILE,5G,700,La Vieille,45.8,3.6175,667.6,7.1558,1,79.86,35.0,35.0,24.9,29.3,1e-06,0.0,0.18,1.973,0.039992,P1812,0,0,4,1
95,3,45.7646,3.540437,0.06,314.4,urbain,False,240628,FREE MOBILE,5G,700,Les Belins - Les Fayes,45.848333,3.551389,462.7,9.3493,1,74.9,35.0,32.99,8.0101,33.7,1e-06,0.0,0.18,-1.834,0.039992,P1812,0,0,4,1
96,4,45.764426,3.540504,0.08,314.6,urbain,False,43709,BOUYGUES TELECOM,2G,900,,45.756667,3.558611,444.2,1.6485,1,100.47,22.0,20.88,0.2243,678.8,1e-06,0.0,0.9,-0.219,0.039992,P1812,0,0,1,1
97,4,45.764426,3.540504,0.08,314.6,urbain,False,452720,ORANGE,2G,900,,45.756667,3.558611,444.2,1.6485,1,100.47,22.0,20.26,0.2243,678.8,1e-06,0.0,0.9,-0.845,0.039992,P1812,0,0,1,1
98,4,45.764426,3.540504,0.08,314.6,urbain,False,661617,SFR,2G,900,,45.756667,3.558611,444.2,1.6485,1,100.47,22.0,21.7,0.2243,678.8,1e-06,0.0,0.9,0.595,0.039992,P1812,0,0,1,1
99,4,45.764426,3.540504,0.08,314.6,urbain,False,661623,SFR,3G,900,,45.756667,3.558611,442.2,1.6485,1,100.47,28.0,28.0,1.2733,123.6,1e-06,0.0,0.6,0.765,0.039992,P1812,0,0,2,1
100,4,45.764426,3.540504,0.08,314.6,urbain,False,43715,BOUYGUES TELECOM,3G,900,,45.756667,3.558611,442.2,1.6485,1,100.47,28.0,26.94,1.2733,123.6,1e-06,0.0,0.6,-0.464,0.039992,P1812,0,0,2,1
101,4,45.764426,3.540504,0.08,314.6,urbain,False,452724,ORANGE,3G,900,,45.756667,3.558611,442.2,1.6485,1,100.47,28.0,28.0,1.2733,123.6,1e-06,0.0,0.6,1.492,0.039992,P1812,0,0,2,1
102,4,45.764426,3.540504,0.08,314.6,urbain,False,43713,BOUYGUES TELECOM,4G,700,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,31.49,11.8592,35.5,1e-06,0.0,0.15,-0.357,0.039992,P1812,0,0,3,1
103,4,45.764426,3.540504,0.08,314.6,urbain,False,245597,FREE MOBILE,4G,1800,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,30.19,26.993,41.8,1e-06,0.0,0.15,-1.66,0.039992,P1812,0,0,3,1
104,4,45.764426,3.540504,0.08,314.6,urbain,False,452721,ORANGE,4G,1800,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,31.51,26.993,41.8,1e-06,0.0,0.15,-0.337,0.039992,P1812,0,0,3,1
105,4,45.764426,3.540504,0.08,314.6,urbain,False,43710,BOUYGUES TELECOM,4G,1800,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,32.0,26.993,41.8,1e-06,0.0,0.15,0.432,0.039992,P1812,0,0,3,1
106,4,45.764426,3.540504,0.08,314.6,urbain,False,452723,ORANGE,4G,800,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,31.57,38.0242,34.8,1e-06,0.0,0.15,-0.281,0.039992,P1812,0,0,3,1
107,4,45.764426,3.540504,0.08,314.6,urbain,False,661619,SFR,4G,2100,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,32.0,19.0981,46.5,1e-06,0.0,0.15,2.719,0.039992,P1812,0,0,3,1
108,4,45.764426,3.540504,0.08,314.6,urbain,False,43711,BOUYGUES TELECOM,4G,2100,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,32.0,19.0981,46.5,1e-06,0.0,0.15,1.026,0.039992,P1812,0,0,3,1
109,4,45.764426,3.540504,0.08,314.6,urbain,False,661618,SFR,4G,1800,,45.756667,3.558611,439.2,1.6485,1,100.47,32.0,32.0,26.993,41.8,1e-06,0.0,0.15,2.078,0.039992,P1812,0,0,3,1
110,4,45.764426,3.540504,0.08,314.6,urbain,False,245596,FREE MOBILE,5G,700,,45.756667,3.558611,429.2,1.6485,1,100.47,35.0,35.0,67.3066,18.3,1e-06,0.0,0.18,2.079,0.039992,P1812,0,0,4,1
